work_id,mp_name,state,district,work_category,sanctioned_amount,released_amount,status,vendor,implementing_agency,ensemble_score,network_risk_flag,top_flag_reasons,flagged_by_model
MPLADS-104540,MP_ASS_1,Assam,Silchar,Drinking Water Supply,4258000,4106581,Completed,Vendor Pvt Ltd 89,Implementing Agency 32,0.060758449902916206,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-102943,MP_ARU_1,Arunanchal Pradesh,Tawang,Sports Infrastructure,1230000,1205003,Completed,Vendor Pvt Ltd 29,Implementing Agency 19,0.06075562133479208,0,"days_rec_to_sanction, amount_zscore_in_category, release_ratio",False
MPLADS-103938,MP_MIZ_3,Mizoram,Aizawl,School Infrastructure,5649000,5472890,Completed,Vendor Pvt Ltd 94,Implementing Agency 34,0.06069220021449021,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-102199,MP_JHA_2,Jharkhand,Jamshedpur,School Infrastructure,1204000,1135043,Completed,Vendor Pvt Ltd 74,Implementing Agency 48,0.06067676980273003,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-105608,MP_TEL_1,Telangana,Hyderabad,Irrigation Facility,3094000,3062012,Completed,Vendor Pvt Ltd 43,Implementing Agency 5,0.06066169712700392,0,"days_rec_to_sanction, release_ratio, amount_zscore_in_category",False
MPLADS-104449,MP_KAR_1,Karnataka,Belagavi,Irrigation Facility,7744000,3078884,In Progress,Vendor Pvt Ltd 18,Implementing Agency 46,0.06061909379262901,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-105911,MP_WES_2,West Bengal,Darjeeling,Road Construction/Repair,8263000,0,Sanctioned,Vendor Pvt Ltd 58,Implementing Agency 58,0.0606068857541206,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-105762,MP_PUD_1,Puducherry,Puducherry,Anganwadi Center Construction,451000,0,Recommended,Vendor Pvt Ltd 56,Implementing Agency 35,0.060585730666392175,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-102242,MP_RAJ_1,Rajasthan,Jaipur,School Infrastructure,2443000,0,Recommended,Vendor Pvt Ltd 23,Implementing Agency 37,0.06058551579639439,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104068,MP_RAJ_4,Rajasthan,Kota,Health Facility Upgrade,1331000,1321044,Completed,Vendor Pvt Ltd 108,Implementing Agency 1,0.060546098715726575,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-103961,MP_PUN_3,Punjab,Ludhiana,CCTV Installation,2348000,2175267,Completed,Vendor Pvt Ltd 18,Implementing Agency 36,0.060535656000421205,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-103418,MP_TEL_3,Telangana,Warangal,CCTV Installation,1830000,706227,In Progress,Vendor Pvt Ltd 62,Implementing Agency 40,0.06052485521034713,0,"days_rec_to_sanction, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-101288,MP_AND_2,Andaman & Nicobar Island,Port Blair,Library/Reading Room,1412000,0,Sanctioned,Vendor Pvt Ltd 110,Implementing Agency 26,0.060514813020572114,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-105221,MP_TRI_2,Tripura,Agartala,Railway Halt Amenities,3683000,2591915,In Progress,Vendor Pvt Ltd 70,Implementing Agency 37,0.060493855687808434,0,"days_rec_to_sanction, days_sanction_to_completion, amount_zscore_in_category",False
MPLADS-103229,MP_SIK_1,Sikkim,Gangtok,Health Facility Upgrade,2326000,2322624,Completed,Vendor Pvt Ltd 11,Implementing Agency 33,0.06046994498928718,0,"days_sanction_to_completion, release_ratio, amount_zscore_in_category",False
MPLADS-105528,MP_TRI_4,Tripura,Dharmanagar,Community Hall Construction,4746000,4373056,Completed,Vendor Pvt Ltd 115,Implementing Agency 45,0.06046993048171209,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-102788,MP_ODI_3,Odisha,Bhubaneswar,Anganwadi Center Construction,817000,817000,Completed,Vendor Pvt Ltd 37,Implementing Agency 2,0.06046182677211906,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-103152,MP_PUD_3,Puducherry,Karaikal,Railway Halt Amenities,5453000,5393934,Completed,Vendor Pvt Ltd 92,Implementing Agency 16,0.06044518084670687,0,"days_rec_to_sanction, release_ratio, desc_generic_flag",False
MPLADS-105562,MP_ASS_2,Assam,Silchar,Health Facility Upgrade,6614000,4871999,In Progress,Vendor Pvt Ltd 19,Implementing Agency 33,0.0604399700751205,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-100123,MP_MIZ_1,Mizoram,Aizawl,Sports Infrastructure,640000,613401,Completed,Vendor Pvt Ltd 82,Implementing Agency 53,0.06043884732047002,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-100194,MP_HAR_2,Haryana,Gurugram,Anganwadi Center Construction,613000,515289,In Progress,Vendor Pvt Ltd 7,Implementing Agency 50,0.060424186641249975,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-104533,MP_PUN_4,Punjab,Amritsar,Library/Reading Room,1907000,1764113,Completed,Vendor Pvt Ltd 74,Implementing Agency 22,0.06039469729585905,0,"days_rec_to_sanction, amount_zscore_in_category, release_ratio",False
MPLADS-104244,MP_MIZ_2,Mizoram,Aizawl,Railway Halt Amenities,8057000,4041894,In Progress,Vendor Pvt Ltd 46,Implementing Agency 46,0.06033522572017429,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-100474,MP_AND_4,Andhra Pradesh,Vijayawada,Community Hall Construction,1307000,601905,In Progress,Vendor Pvt Ltd 2,Implementing Agency 1,0.06026503625617601,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102628,MP_WES_2,West Bengal,Malda,Library/Reading Room,1914000,1833303,Completed,Vendor Pvt Ltd 99,Implementing Agency 37,0.06026013027103288,0,"days_rec_to_sanction, release_ratio, amount_zscore_in_category",False
MPLADS-102758,MP_AND_3,Andhra Pradesh,Visakhapatnam,Road Construction/Repair,5252000,1808714,In Progress,Vendor Pvt Ltd 69,Implementing Agency 60,0.06021720418440847,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-104070,MP_MEG_2,Meghalaya,Tura,CCTV Installation,541000,188846,In Progress,Vendor Pvt Ltd 35,Implementing Agency 18,0.06020893501532061,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-105095,MP_MEG_2,Meghalaya,Tura,Health Facility Upgrade,6202000,3758691,In Progress,Vendor Pvt Ltd 51,Implementing Agency 5,0.06014797432264907,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-105616,MP_JHA_1,Jharkhand,Ranchi,Solar Power Installation,2988000,0,Recommended,Vendor Pvt Ltd 117,Implementing Agency 29,0.060058260162610705,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-102008,MP_NAG_2,Nagaland,Kohima,Health Facility Upgrade,935000,722815,In Progress,Vendor Pvt Ltd 76,Implementing Agency 47,0.060056374177927876,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-101822,MP_PUN_3,Punjab,Ludhiana,CCTV Installation,1153000,457599,In Progress,Vendor Pvt Ltd 104,Implementing Agency 48,0.06004967701413656,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-100488,MP_JAM_3,Jammu & Kashmir,Jammu,Drinking Water Supply,1379000,793546,In Progress,Vendor Pvt Ltd 11,Implementing Agency 16,0.060043918819513556,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-102801,MP_TRI_4,Tripura,Agartala,Street Lighting,782000,720871,Completed,Vendor Pvt Ltd 110,Implementing Agency 27,0.06003472958869735,0,"days_rec_to_sanction, release_ratio, amount_zscore_in_category",False
MPLADS-103276,MP_PUN_4,Punjab,Ludhiana,Community Hall Construction,6612000,6189809,Completed,Vendor Pvt Ltd 41,Implementing Agency 50,0.06000672629482687,0,"days_sanction_to_completion, amount_zscore_in_category, release_ratio",False
MPLADS-104178,MP_DAM_1,Daman & Diu,Daman,Solar Power Installation,2817000,2793104,Completed,Vendor Pvt Ltd 9,Implementing Agency 58,0.05991606771850923,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-103953,MP_CHA_3,Chandigarh,Chandigarh,School Infrastructure,5689000,5374892,In Progress,Vendor Pvt Ltd 28,Implementing Agency 2,0.05990058742976709,0,"amount_zscore_in_category, release_ratio, days_rec_to_sanction",False
MPLADS-105874,MP_ODI_4,Odisha,Cuttack,Anganwadi Center Construction,1830000,0,Recommended,Vendor Pvt Ltd 83,Implementing Agency 26,0.05989713696149563,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-102948,MP_AND_3,Andhra Pradesh,Visakhapatnam,School Infrastructure,4199000,3896042,Completed,Vendor Pvt Ltd 2,Implementing Agency 8,0.059890039634544395,0,"release_ratio, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-102033,MP_PUN_3,Punjab,Amritsar,Library/Reading Room,1961000,730511,In Progress,Vendor Pvt Ltd 53,Implementing Agency 55,0.0598384421489359,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101763,MP_PUN_4,Punjab,Amritsar,Community Hall Construction,6376000,3110737,In Progress,Vendor Pvt Ltd 54,Implementing Agency 1,0.059834567460260224,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103273,MP_DAM_2,Daman & Diu,Daman,Irrigation Facility,7766000,4657752,In Progress,Vendor Pvt Ltd 42,Implementing Agency 31,0.05983134917559256,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-104241,MP_UTT_1,Uttarakhand,Dehradun,Irrigation Facility,8445000,7851898,Completed,Vendor Pvt Ltd 17,Implementing Agency 6,0.05980156182367683,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-105805,MP_NCT_3,NCT of Delhi,New Delhi,Road Construction/Repair,1729000,0,Sanctioned,Vendor Pvt Ltd 120,Implementing Agency 17,0.05973464226199611,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-102448,MP_TRI_2,Tripura,Agartala,Sanitation/Toilets,1430000,1023667,In Progress,Vendor Pvt Ltd 2,Implementing Agency 16,0.05963731133047738,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-103945,MP_MAD_3,Madhya Pradesh,Indore,CCTV Installation,1712000,1657959,Completed,Vendor Pvt Ltd 120,Implementing Agency 11,0.05963701991960488,0,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-101582,MP_DAD_2,Dadara & Nagar Havelli,Silvassa,Health Facility Upgrade,5249000,3504209,In Progress,Vendor Pvt Ltd 96,Implementing Agency 41,0.05963012917607262,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-100571,MP_ODI_4,Odisha,Cuttack,Sports Infrastructure,4411000,3938737,In Progress,Vendor Pvt Ltd 101,Implementing Agency 3,0.059589427501636705,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-100747,MP_MAD_3,Madhya Pradesh,Bhopal,Irrigation Facility,7596000,0,Sanctioned,Vendor Pvt Ltd 95,Implementing Agency 41,0.05958077774945029,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-100515,MP_GOA_4,Goa,North Goa,Irrigation Facility,1723000,0,Sanctioned,Vendor Pvt Ltd 69,Implementing Agency 35,0.059567962629164785,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103729,MP_PUD_4,Puducherry,Puducherry,School Infrastructure,1110000,751683,In Progress,Vendor Pvt Ltd 32,Implementing Agency 34,0.05954735047728879,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102282,MP_HIM_1,Himachal Pradesh,Manali,Street Lighting,903000,0,Sanctioned,Vendor Pvt Ltd 26,Implementing Agency 46,0.059533853884081306,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104886,MP_DAD_4,Dadara & Nagar Havelli,Silvassa,Library/Reading Room,2266000,1466334,In Progress,Vendor Pvt Ltd 70,Implementing Agency 20,0.05952704459898775,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-104085,MP_ARU_1,Arunanchal Pradesh,Tawang,Sanitation/Toilets,1383000,457487,In Progress,Vendor Pvt Ltd 108,Implementing Agency 56,0.059512005734311146,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-104311,MP_DAD_2,Dadara & Nagar Havelli,Silvassa,Road Construction/Repair,8190000,7433300,In Progress,Vendor Pvt Ltd 59,Implementing Agency 23,0.05950058294637492,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-103030,MP_DAD_3,Dadara & Nagar Havelli,Silvassa,Sanitation/Toilets,452000,0,Recommended,Vendor Pvt Ltd 49,Implementing Agency 58,0.05949505848629871,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-105287,MP_SIK_1,Sikkim,Gangtok,Sports Infrastructure,4276000,3355236,In Progress,Vendor Pvt Ltd 21,Implementing Agency 39,0.05943841235349035,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102393,MP_TRI_4,Tripura,Agartala,Anganwadi Center Construction,431000,405315,Completed,Vendor Pvt Ltd 101,Implementing Agency 5,0.05943435596340449,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-101564,MP_PUN_3,Punjab,Ludhiana,Sports Infrastructure,3208000,3160030,Completed,Vendor Pvt Ltd 118,Implementing Agency 49,0.059425809536833255,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-101753,MP_HIM_3,Himachal Pradesh,Manali,Health Facility Upgrade,1255000,477783,In Progress,Vendor Pvt Ltd 14,Implementing Agency 32,0.05941980053689222,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-102875,MP_AND_1,Andaman & Nicobar Island,Port Blair,CCTV Installation,433000,426398,Completed,Vendor Pvt Ltd 34,Implementing Agency 21,0.059381390873668574,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-104184,MP_ODI_3,Odisha,Cuttack,Street Lighting,1757000,1720400,Completed,Vendor Pvt Ltd 55,Implementing Agency 51,0.05937916811801981,1,"amount_zscore_in_category, days_rec_to_sanction, release_ratio",False
MPLADS-101328,MP_GOA_4,Goa,North Goa,Solar Power Installation,1055000,444333,In Progress,Vendor Pvt Ltd 26,Implementing Agency 31,0.05934490200459976,0,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101002,MP_RAJ_4,Rajasthan,Udaipur,Railway Halt Amenities,1303000,1200898,Completed,Vendor Pvt Ltd 81,Implementing Agency 37,0.05931627178327919,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-101623,MP_UTT_2,Uttarakhand,Dehradun,Solar Power Installation,2081000,686413,In Progress,Vendor Pvt Ltd 43,Implementing Agency 7,0.05926105054856865,0,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-105501,MP_GOA_3,Goa,North Goa,Road Construction/Repair,1338000,1336076,Completed,Vendor Pvt Ltd 12,Implementing Agency 45,0.059249872312289835,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-102942,MP_AND_1,Andhra Pradesh,Visakhapatnam,CCTV Installation,338000,287116,In Progress,Vendor Pvt Ltd 87,Implementing Agency 17,0.059234850273616975,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-103531,MP_PUN_4,Punjab,Ludhiana,Health Facility Upgrade,6378000,6341674,Completed,Vendor Pvt Ltd 30,Implementing Agency 26,0.059231834996052744,0,"amount_zscore_in_category, release_ratio, days_rec_to_sanction",False
MPLADS-104730,MP_HIM_4,Himachal Pradesh,Manali,Drinking Water Supply,4094000,0,Sanctioned,Vendor Pvt Ltd 51,Implementing Agency 16,0.05923113032024301,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-102958,MP_TRI_3,Tripura,Dharmanagar,CCTV Installation,1358000,1325685,Completed,Vendor Pvt Ltd 34,Implementing Agency 4,0.05921838957813108,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-102563,MP_AND_2,Andaman & Nicobar Island,Port Blair,Street Lighting,449000,414880,Completed,Vendor Pvt Ltd 119,Implementing Agency 25,0.05915310611453845,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104283,MP_JAM_1,Jammu & Kashmir,Srinagar,Community Hall Construction,6261000,6126996,Completed,Vendor Pvt Ltd 92,Implementing Agency 27,0.05912983908369746,0,"release_ratio, days_rec_to_sanction, amount_zscore_in_category",False
MPLADS-105750,MP_JHA_2,Jharkhand,Jamshedpur,Drinking Water Supply,2068000,0,Sanctioned,Vendor Pvt Ltd 42,Implementing Agency 9,0.05910628583320108,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-102861,MP_DAM_3,Daman & Diu,Diu,Health Facility Upgrade,5804000,2201539,In Progress,Vendor Pvt Ltd 60,Implementing Agency 57,0.059073634106302925,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-104213,MP_PUN_4,Punjab,Ludhiana,Community Hall Construction,6712000,6712000,Completed,Vendor Pvt Ltd 87,Implementing Agency 36,0.059068923980848675,0,"amount_zscore_in_category, release_ratio, days_sanction_to_completion",False
MPLADS-100238,MP_JHA_2,Jharkhand,Jamshedpur,CCTV Installation,1539000,836383,In Progress,Vendor Pvt Ltd 29,Implementing Agency 20,0.059057002887031404,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-101909,MP_AND_2,Andaman & Nicobar Island,Nicobar,Drinking Water Supply,828000,0,Sanctioned,Vendor Pvt Ltd 35,Implementing Agency 43,0.059049534870849435,1,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-100317,MP_DAD_5,Dadara & Nagar Havelli,Silvassa,CCTV Installation,2301000,2135800,Completed,Vendor Pvt Ltd 102,Implementing Agency 22,0.05903624117503892,1,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-102627,MP_HAR_4,Haryana,Gurugram,Irrigation Facility,7657000,7635086,Completed,Vendor Pvt Ltd 89,Implementing Agency 36,0.05902879941863637,0,"amount_zscore_in_category, release_ratio, days_rec_to_sanction",False
MPLADS-102090,MP_ARU_2,Arunanchal Pradesh,Itanagar,Solar Power Installation,1938000,862767,In Progress,Vendor Pvt Ltd 15,Implementing Agency 44,0.059027980266711445,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-100858,MP_SIK_1,Sikkim,Gangtok,Anganwadi Center Construction,1088000,1048208,Completed,Vendor Pvt Ltd 24,Implementing Agency 13,0.059012482102191455,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-103535,MP_LAK_3,Lakshadweep,Kavaratti,Sanitation/Toilets,1425000,0,Sanctioned,Vendor Pvt Ltd 118,Implementing Agency 18,0.05896850918978711,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-102682,MP_WES_1,West Bengal,Howrah,Health Facility Upgrade,1054000,905254,In Progress,Vendor Pvt Ltd 114,Implementing Agency 35,0.05895668669652453,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-104103,MP_NAG_2,Nagaland,Dimapur,School Infrastructure,3694000,3694000,Completed,Vendor Pvt Ltd 69,Implementing Agency 54,0.058939371066852125,0,"release_ratio, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-104422,MP_PUN_1,Punjab,Amritsar,Sports Infrastructure,881000,660982,In Progress,Vendor Pvt Ltd 104,Implementing Agency 13,0.058932257804707996,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-105971,MP_NAG_3,Nagaland,Dimapur,Solar Power Installation,1224000,0,Recommended,Vendor Pvt Ltd 30,Implementing Agency 14,0.058899618107915816,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-105023,MP_UTT_4,Uttarakhand,Dehradun,Solar Power Installation,705000,494760,In Progress,Vendor Pvt Ltd 57,Implementing Agency 30,0.058863899160580824,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-101642,MP_MAD_2,Madhya Pradesh,Indore,Drinking Water Supply,3856000,0,Sanctioned,Vendor Pvt Ltd 33,Implementing Agency 46,0.05879094250430488,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-100703,MP_AND_2,Andhra Pradesh,Vijayawada,Railway Halt Amenities,3011000,2991316,Completed,Vendor Pvt Ltd 53,Implementing Agency 27,0.05878562239546613,0,"days_rec_to_sanction, release_ratio, amount_zscore_in_category",False
MPLADS-102218,MP_RAJ_4,Rajasthan,Udaipur,Irrigation Facility,8488000,8326841,Completed,Vendor Pvt Ltd 111,Implementing Agency 51,0.05878435561333958,1,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-100458,MP_HIM_4,Himachal Pradesh,Manali,Drinking Water Supply,3966000,0,Sanctioned,Vendor Pvt Ltd 44,Implementing Agency 13,0.058762513811913095,0,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-104254,MP_RAJ_2,Rajasthan,Jaipur,Solar Power Installation,820000,0,Sanctioned,Vendor Pvt Ltd 110,Implementing Agency 10,0.05874430004416974,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-102119,MP_CHA_2,Chandigarh,Chandigarh,Anganwadi Center Construction,1489000,1383088,Completed,Vendor Pvt Ltd 119,Implementing Agency 34,0.058708081244232956,0,"days_sanction_to_completion, days_rec_to_sanction, release_ratio",False
MPLADS-101675,MP_JHA_3,Jharkhand,Ranchi,Anganwadi Center Construction,543000,0,Sanctioned,Vendor Pvt Ltd 81,Implementing Agency 26,0.05869136474776189,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-105683,MP_CHA_2,Chandigarh,Chandigarh,Health Facility Upgrade,5955000,0,Recommended,Vendor Pvt Ltd 11,Implementing Agency 58,0.05868983990636932,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101349,MP_TRI_5,Tripura,Agartala,Anganwadi Center Construction,1015000,969728,Completed,Vendor Pvt Ltd 16,Implementing Agency 43,0.05866468685583658,1,"days_sanction_to_completion, release_ratio, days_rec_to_sanction",False
MPLADS-105687,MP_TRI_1,Tripura,Agartala,Sports Infrastructure,630000,279382,In Progress,Vendor Pvt Ltd 104,Implementing Agency 47,0.058645846337047045,0,"amount_zscore_in_category, days_sanction_to_completion, days_rec_to_sanction",False
MPLADS-105611,MP_LAK_1,Lakshadweep,Kavaratti,Street Lighting,956000,855923,In Progress,Vendor Pvt Ltd 85,Implementing Agency 25,0.05862393125456228,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-103505,MP_CHA_3,Chandigarh,Chandigarh,Irrigation Facility,5315000,5189361,Completed,Vendor Pvt Ltd 34,Implementing Agency 27,0.058591693608695886,0,"days_rec_to_sanction, days_sanction_to_completion, release_ratio",False
MPLADS-101484,MP_DAD_1,Dadara & Nagar Havelli,Silvassa,Library/Reading Room,2379000,1936473,In Progress,Vendor Pvt Ltd 63,Implementing Agency 10,0.05858702138059291,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-102523,MP_WES_1,West Bengal,Kolkata,Railway Halt Amenities,1685000,749740,In Progress,Vendor Pvt Ltd 45,Implementing Agency 10,0.05857770392360425,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-105661,MP_TEL_3,Telangana,Hyderabad,Community Hall Construction,1134000,904911,In Progress,Vendor Pvt Ltd 31,Implementing Agency 49,0.0585617132535836,0,"amount_zscore_in_category, days_sanction_to_completion, desc_generic_flag",False
MPLADS-104656,MP_SIK_2,Sikkim,Namchi,Sports Infrastructure,4568000,4490169,Completed,Vendor Pvt Ltd 103,Implementing Agency 35,0.058561428376707185,0,"amount_zscore_in_category, release_ratio, desc_generic_flag",False
MPLADS-105709,MP_NCT_2,NCT of Delhi,New Delhi,Drinking Water Supply,1973000,1949121,Completed,Vendor Pvt Ltd 86,Implementing Agency 44,0.058526355417837184,0,"days_rec_to_sanction, release_ratio, desc_generic_flag",False
MPLADS-105273,MP_CHA_2,Chandigarh,Chandigarh,School Infrastructure,3211000,1897081,In Progress,Vendor Pvt Ltd 39,Implementing Agency 45,0.058496161918026424,0,"days_rec_to_sanction, days_sanction_to_completion, desc_generic_flag",False
MPLADS-103864,MP_LAK_3,Lakshadweep,Kavaratti,Sanitation/Toilets,1190000,1149898,Completed,Vendor Pvt Ltd 47,Implementing Agency 51,0.05844928316448751,1,"release_ratio, amount_zscore_in_category, days_rec_to_sanction",False
MPLADS-101985,MP_WES_2,West Bengal,Kolkata,Health Facility Upgrade,5976000,0,Sanctioned,Vendor Pvt Ltd 4,Implementing Agency 31,0.05841925219542691,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101364,MP_MAN_2,Manipur,Imphal,School Infrastructure,2778000,2754174,Completed,Vendor Pvt Ltd 77,Implementing Agency 46,0.05841739538610975,0,"days_rec_to_sanction, release_ratio, days_sanction_to_completion",False
MPLADS-104052,MP_KAR_2,Karnataka,Belagavi,Sports Infrastructure,2834000,2700266,Completed,Vendor Pvt Ltd 60,Implementing Agency 10,0.05840009071482372,0,"days_rec_to_sanction, release_ratio, days_sanction_to_completion",False
MPLADS-101800,MP_ASS_1,Assam,Guwahati,School Infrastructure,5129000,5009475,Completed,Vendor Pvt Ltd 120,Implementing Agency 8,0.05839814118454494,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-103247,MP_DAD_3,Dadara & Nagar Havelli,Silvassa,Library/Reading Room,787000,266763,In Progress,Vendor Pvt Ltd 5,Implementing Agency 35,0.05839764024890413,0,"amount_zscore_in_category, days_sanction_to_completion, release_ratio",False
MPLADS-105044,MP_TEL_2,Telangana,Hyderabad,Health Facility Upgrade,5464000,0,Sanctioned,Vendor Pvt Ltd 64,Implementing Agency 18,0.05837499472612987,0,"release_ratio, amount_zscore_in_category, days_sanction_to_completion",False
MPLADS-101337,MP_UTT_3,Uttarakhand,Dehradun,Irrigation Facility,3899000,3648710,Completed,Vendor Pvt Ltd 28,Implementing Agency 34,0.058373807152229895,0,"days_rec_to_sanction, release_ratio, desc_generic_flag",False
MPLADS-100422,MP_HIM_5,Himachal Pradesh,Manali,Sports Infrastructure,1894000,0,Recommended,Vendor Pvt Ltd 50,Implementing Agency 35,0.05835386662578722,0,"release_ratio, days_rec_to_sanction, days_sanction_to_completion",False
MPLADS-103142,MP_MIZ_2,Mizoram,Aizawl,Library/Reading Room,459000,297328,In Progress,Vendor Pvt Ltd 46,Implementing Agency 5,0.05834597795541274,0,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion",False
