work_id,mp_name,state,district,work_category,sanctioned_amount,released_amount,status,vendor,risk_score,top_flag_reasons
MPLADS-103700,MP_KER_2,Kerala,Thiruvananthapuram,Road Construction/Repair,5500000,5500000,Completed,Vendor Pvt Ltd 114,0.012806406842372109,"is_round_amount, days_rec_to_sanction, release_ratio"
MPLADS-105491,MP_BIH_2,Bihar,Patna,Health Facility Upgrade,6346000,6030544,Completed,Vendor Pvt Ltd 25,0.012776745422156233,"no_photo_flag, amount_zscore_in_category, vendor_work_count"
MPLADS-101194,MP_TAM_2,Tamil Nadu,Chennai,Railway Halt Amenities,3600000,3156182,In Progress,Vendor Pvt Ltd 87,0.012766027926186085,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-100472,MP_KER_1,Kerala,Kochi,Sanitation/Toilets,1437000,1588134,In Progress,Vendor Pvt Ltd 61,0.01271608335814578,"over_release_flag, amount_zscore_in_category, release_ratio"
MPLADS-102215,MP_UTT_1,Uttar Pradesh,Kanpur,Community Hall Construction,5525000,5412386,Completed,Vendor Pvt Ltd 64,0.012690051824516102,"no_photo_flag, vendor_total_amount, days_rec_to_sanction"
MPLADS-105407,MP_TAM_2,Tamil Nadu,Madurai,CCTV Installation,1617000,1574960,Completed,Vendor Pvt Ltd 102,0.012657010316672213,"no_photo_flag, days_sanction_to_completion, agency_work_count"
MPLADS-101803,MP_WES_2,West Bengal,Darjeeling,Street Lighting,1979000,2232539,Sanctioned,Vendor Pvt Ltd 51,0.01265326356059393,"over_release_flag, amount_zscore_in_category, release_ratio"
MPLADS-105785,MP_UTT_2,Uttar Pradesh,Kanpur,Solar Power Installation,690000,689453,Completed,Vendor Pvt Ltd 102,0.012479714710988188,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-103164,MP_UTT_2,Uttar Pradesh,Meerut,Street Lighting,259000,259000,Completed,Vendor Pvt Ltd 66,0.012160015594399609,"no_photo_flag, amount_zscore_in_category, vendor_total_amount"
MPLADS-101452,MP_BIH_2,Bihar,Muzaffarpur,Health Facility Upgrade,4000000,3714740,Completed,Vendor Pvt Ltd 118,0.01181865003460525,"is_round_amount, days_sanction_to_completion, agency_work_count"
MPLADS-100408,MP_GUJ_2,Gujarat,Rajkot,Library/Reading Room,1852000,0,Completed,Vendor Pvt Ltd 55,0.0114241194741449,"no_photo_flag, agency_work_count, release_ratio"
MPLADS-103366,MP_TAM_1,Tamil Nadu,Chennai,Sanitation/Toilets,1191000,1420694,Completed,Vendor Pvt Ltd 54,0.011325699620120089,"over_release_flag, agency_work_count, release_ratio"
MPLADS-103551,MP_UTT_1,Uttar Pradesh,Kanpur,Sanitation/Toilets,222000,274195,Recommended,Vendor Pvt Ltd 109,0.01128119822755591,"over_release_flag, amount_zscore_in_category, release_ratio"
MPLADS-102842,MP_MAH_1,Maharashtra,Nashik,Community Hall Construction,1385000,1314633,Completed,Vendor Pvt Ltd 81,0.011275691264942322,"no_photo_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-104562,MP_KER_2,Kerala,Kochi,Road Construction/Repair,7730000,8379330,Sanctioned,Vendor Pvt Ltd 20,0.011243712382562276,"over_release_flag, release_ratio, vendor_work_count"
MPLADS-105790,MP_KAR_3,Karnataka,Mysuru,Street Lighting,1425000,1340867,Completed,Vendor Pvt Ltd 80,0.011195374806375336,"no_photo_flag, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-104607,MP_GUJ_3,Gujarat,Surat,Sanitation/Toilets,800000,739779,Completed,Vendor Pvt Ltd 28,0.010811752433567245,"is_round_amount, days_rec_to_sanction, vendor_work_count"
MPLADS-102362,MP_RAJ_2,Rajasthan,Jaipur,Health Facility Upgrade,6700000,6195103,Completed,Vendor Pvt Ltd 117,0.010470080382045333,"is_round_amount, amount_zscore_in_category, release_ratio"
MPLADS-105208,MP_KAR_3,Karnataka,Mysuru,CCTV Installation,1338000,1293177,Completed,Vendor Pvt Ltd 88,0.010443112997751802,"no_photo_flag, days_sanction_to_completion, agency_work_count"
MPLADS-105094,MP_RAJ_1,Rajasthan,Jaipur,Sports Infrastructure,3402000,3760909,Recommended,Vendor Pvt Ltd 116,0.010050753741173701,"over_release_flag, release_ratio, desc_genericness_score"
MPLADS-100262,MP_MAH_4,Maharashtra,Thane,Library/Reading Room,500000,476171,Completed,Vendor Pvt Ltd 101,0.009852344405179236,"is_round_amount, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-101500,MP_KER_4,Kerala,Kochi,Sanitation/Toilets,967000,923574,Completed,Vendor Pvt Ltd 44,0.009792912476250804,"no_photo_flag, vendor_total_amount, vendor_work_count"
MPLADS-103942,MP_GUJ_1,Gujarat,Ahmedabad,Solar Power Installation,598000,299000,In Progress,Vendor Pvt Ltd 16,0.009218343622919067,"days_sanction_to_completion, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-102403,MP_WES_1,West Bengal,Howrah,Sanitation/Toilets,1000000,0,Recommended,Vendor Pvt Ltd 118,0.009015665133778494,"is_round_amount, release_ratio, days_rec_to_sanction"
MPLADS-101335,MP_KAR_1,Karnataka,Mysuru,Sanitation/Toilets,565000,561738,Completed,Vendor Pvt Ltd 2,0.009015226014431277,"no_photo_flag, agency_work_count, release_ratio"
MPLADS-102628,MP_MAH_1,Maharashtra,Thane,Solar Power Installation,2196000,2146636,Completed,Vendor Pvt Ltd 38,0.008670503926110906,"no_photo_flag, days_sanction_to_completion, days_rec_to_sanction"
MPLADS-105658,MP_GUJ_5,Gujarat,Rajkot,Street Lighting,1420000,1363438,Completed,Vendor Pvt Ltd 47,0.008579859437414683,"no_photo_flag, days_sanction_to_completion, release_ratio"
MPLADS-100599,MP_DEL_3,Delhi,North Delhi,Railway Halt Amenities,3000000,1513809,In Progress,Vendor Pvt Ltd 9,0.008334262949547866,"is_round_amount, agency_work_count, amount_zscore_in_category"
MPLADS-101544,MP_RAJ_2,Rajasthan,Jodhpur,Drinking Water Supply,3741000,4193100,In Progress,Vendor Pvt Ltd 44,0.008086473494917534,"over_release_flag, vendor_total_amount, release_ratio"
MPLADS-105239,MP_TAM_1,Tamil Nadu,Madurai,Health Facility Upgrade,5999000,6789627,Sanctioned,Vendor Pvt Ltd 7,0.00801605549067319,"over_release_flag, release_ratio, amount_zscore_in_category"
MPLADS-105639,MP_KER_1,Kerala,Thiruvananthapuram,Library/Reading Room,1300000,1239443,Completed,Vendor Pvt Ltd 50,0.007995752474582285,"is_round_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-100706,MP_BIH_1,Bihar,Muzaffarpur,Sports Infrastructure,3203000,3775338,Completed,Vendor Pvt Ltd 60,0.007889756583620122,"over_release_flag, release_ratio, desc_genericness_score"
MPLADS-100604,MP_KER_2,Kerala,Kozhikode,Sanitation/Toilets,1000000,0,Sanctioned,Vendor Pvt Ltd 87,0.007875518845416485,"is_round_amount, release_ratio, days_sanction_to_completion"
MPLADS-100730,MP_KER_4,Kerala,Kochi,Sports Infrastructure,4178000,3909349,Completed,Vendor Pvt Ltd 107,0.007841865755742528,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-101477,MP_WES_2,West Bengal,Darjeeling,CCTV Installation,1600000,1247497,In Progress,Vendor Pvt Ltd 33,0.007737442547681939,"is_round_amount, agency_work_count, days_sanction_to_completion"
MPLADS-100530,MP_MAH_2,Maharashtra,Thane,Drinking Water Supply,1736000,0,Sanctioned,Vendor Pvt Ltd 109,0.007631167333650768,"desc_genericness_score, release_ratio, days_rec_to_sanction"
MPLADS-100696,MP_MAH_4,Maharashtra,Nashik,Library/Reading Room,1743000,1705284,Completed,Vendor Pvt Ltd 53,0.007430454965735911,"no_photo_flag, days_rec_to_sanction, release_ratio"
MPLADS-102980,MP_KER_4,Kerala,Kochi,Anganwadi Center Construction,483000,473849,Completed,Vendor Pvt Ltd 66,0.007131524702760239,"no_photo_flag, amount_zscore_in_category, vendor_total_amount"
MPLADS-102745,MP_RAJ_2,Rajasthan,Udaipur,Anganwadi Center Construction,862000,849681,Completed,Vendor Pvt Ltd 32,0.007126430995999855,"no_photo_flag, days_sanction_to_completion, agency_work_count"
MPLADS-101021,MP_UTT_2,Uttar Pradesh,Meerut,School Infrastructure,4802000,4751177,Completed,Vendor Pvt Ltd 38,0.0071030797069938645,"no_photo_flag, amount_zscore_in_category, desc_genericness_score"
MPLADS-100023,MP_KAR_1,Karnataka,Belagavi,Anganwadi Center Construction,631000,631000,Completed,Vendor Pvt Ltd 58,0.007031206708977056,"no_photo_flag, vendor_work_count, amount_zscore_in_category"
MPLADS-101906,MP_KER_4,Kerala,Kochi,School Infrastructure,2882000,2753669,Completed,Vendor Pvt Ltd 112,0.006796739960845066,"no_photo_flag, days_rec_to_sanction, desc_genericness_score"
MPLADS-102488,MP_WES_1,West Bengal,Howrah,CCTV Installation,358000,408425,Completed,Vendor Pvt Ltd 90,0.006689301130987091,"over_release_flag, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-101374,MP_GUJ_4,Gujarat,Ahmedabad,Sports Infrastructure,3104000,3781798,Recommended,Vendor Pvt Ltd 118,0.006510500342461589,"over_release_flag, release_ratio, desc_genericness_score"
MPLADS-102053,MP_GUJ_4,Gujarat,Surat,Sports Infrastructure,3100000,2930011,Completed,Vendor Pvt Ltd 34,0.006453660090723012,"is_round_amount, days_rec_to_sanction, desc_genericness_score"
MPLADS-102759,MP_GUJ_5,Gujarat,Surat,Road Construction/Repair,8169000,7689080,Completed,Vendor Pvt Ltd 75,0.0064313304168310825,"no_photo_flag, vendor_total_amount, amount_zscore_in_category"
MPLADS-101586,MP_GUJ_1,Gujarat,Surat,Solar Power Installation,2500000,0,Sanctioned,Vendor Pvt Ltd 65,0.006331266499256083,"is_round_amount, release_ratio, days_sanction_to_completion"
MPLADS-102840,MP_WES_2,West Bengal,Malda,Solar Power Installation,2768000,2592958,Completed,Vendor Pvt Ltd 19,0.006224008447340168,"no_photo_flag, days_sanction_to_completion, vendor_total_amount"
MPLADS-101501,MP_GUJ_2,Gujarat,Ahmedabad,Solar Power Installation,3481000,3278136,Completed,Vendor Pvt Ltd 53,0.006139060466128665,"no_photo_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-105633,MP_KER_2,Kerala,Kozhikode,CCTV Installation,2300000,2209096,Completed,Vendor Pvt Ltd 39,0.006025028182583547,"is_round_amount, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-103601,MP_KAR_1,Karnataka,Hubli,Health Facility Upgrade,1113000,1294516,Completed,Vendor Pvt Ltd 22,0.005976037607158369,"over_release_flag, release_ratio, amount_zscore_in_category"
MPLADS-105206,MP_KER_3,Kerala,Kochi,Drinking Water Supply,1241000,1147503,Completed,Vendor Pvt Ltd 59,0.005561961674941496,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-103364,MP_KAR_3,Karnataka,Bengaluru,Anganwadi Center Construction,514000,484145,Completed,Vendor Pvt Ltd 26,0.005414644719285766,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-101370,MP_KER_4,Kerala,Thiruvananthapuram,Irrigation Facility,5500000,5190731,Completed,Vendor Pvt Ltd 28,0.005392251888729049,"is_round_amount, agency_work_count, vendor_work_count"
MPLADS-104143,MP_GUJ_3,Gujarat,Rajkot,School Infrastructure,4786000,4611700,Completed,Vendor Pvt Ltd 90,0.005176750926454754,"no_photo_flag, days_sanction_to_completion, desc_genericness_score"
MPLADS-102465,MP_BIH_1,Bihar,Gaya,Solar Power Installation,3051000,1072300,In Progress,Vendor Pvt Ltd 116,0.005007151751094341,"desc_genericness_score, amount_zscore_in_category, vendor_total_amount"
MPLADS-105853,MP_GUJ_2,Gujarat,Vadodara,Drinking Water Supply,1200000,1140748,Completed,Vendor Pvt Ltd 28,0.004957343664326319,"is_round_amount, vendor_work_count, amount_zscore_in_category"
MPLADS-100624,MP_BIH_1,Bihar,Gaya,Health Facility Upgrade,4731000,4548650,Completed,Vendor Pvt Ltd 71,0.004935174479083981,"no_photo_flag, days_sanction_to_completion, agency_work_count"
MPLADS-105217,MP_MAH_4,Maharashtra,Thane,Anganwadi Center Construction,1086000,1183040,In Progress,Vendor Pvt Ltd 22,0.004792237999215021,"over_release_flag, days_rec_to_sanction, release_ratio"
MPLADS-100930,MP_TAM_2,Tamil Nadu,Salem,Solar Power Installation,1300000,0,Recommended,Vendor Pvt Ltd 78,0.004783819971858394,"is_round_amount, release_ratio, days_rec_to_sanction"
MPLADS-101158,MP_GUJ_5,Gujarat,Rajkot,CCTV Installation,1520000,1632455,Completed,Vendor Pvt Ltd 94,0.004714522479863037,"over_release_flag, agency_work_count, release_ratio"
MPLADS-105454,MP_TAM_2,Tamil Nadu,Salem,School Infrastructure,5513000,3672460,Completed,Vendor Pvt Ltd 91,0.004682940415785097,"no_photo_flag, amount_zscore_in_category, desc_genericness_score"
MPLADS-104601,MP_TAM_2,Tamil Nadu,Salem,Solar Power Installation,2728000,2573675,Completed,Vendor Pvt Ltd 22,0.004271065135204921,"no_photo_flag, days_rec_to_sanction, agency_work_count"
MPLADS-104734,MP_KER_4,Kerala,Kozhikode,Railway Halt Amenities,7200000,0,Recommended,Vendor Pvt Ltd 34,0.004247691878791815,"is_round_amount, release_ratio, amount_zscore_in_category"
MPLADS-101658,MP_GUJ_2,Gujarat,Ahmedabad,Library/Reading Room,854000,847245,Completed,Vendor Pvt Ltd 86,0.0041230136757890445,"no_photo_flag, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-101570,MP_WES_1,West Bengal,Kolkata,CCTV Installation,2222000,2202155,Completed,Vendor Pvt Ltd 59,0.003908301344354048,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-104717,MP_DEL_2,Delhi,New Delhi,Sports Infrastructure,1220000,1217029,Completed,Vendor Pvt Ltd 99,0.003885473125234018,"no_photo_flag, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-101550,MP_KAR_1,Karnataka,Bengaluru,Street Lighting,1900000,1822989,Completed,Vendor Pvt Ltd 87,0.003565987513823199,"is_round_amount, amount_zscore_in_category, release_ratio"
MPLADS-100254,MP_DEL_1,Delhi,New Delhi,Solar Power Installation,1939000,1939000,Completed,Vendor Pvt Ltd 120,0.0032614774636370303,"no_photo_flag, vendor_work_count, release_ratio"
MPLADS-104816,MP_KER_1,Kerala,Kochi,Library/Reading Room,333000,399974,In Progress,Vendor Pvt Ltd 107,0.00304625239710421,"over_release_flag, amount_zscore_in_category, release_ratio"
MPLADS-100681,MP_MAH_3,Maharashtra,Thane,Drinking Water Supply,1525000,1660213,Sanctioned,Vendor Pvt Ltd 20,0.0029722044787729995,"over_release_flag, release_ratio, vendor_work_count"
MPLADS-100469,MP_GUJ_5,Gujarat,Vadodara,Irrigation Facility,3200000,3153380,Completed,Vendor Pvt Ltd 72,0.0024934626407063787,"is_round_amount, vendor_work_count, release_ratio"
MPLADS-103891,MP_UTT_2,Uttar Pradesh,Varanasi,Community Hall Construction,2347000,2283467,Completed,Vendor Pvt Ltd 7,0.0021321270639058643,"no_photo_flag, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-104239,MP_UTT_1,Uttar Pradesh,Varanasi,Drinking Water Supply,346000,411413,Completed,Vendor Pvt Ltd 83,0.0021129606326225625,"over_release_flag, amount_zscore_in_category, release_ratio"
MPLADS-105755,MP_GUJ_4,Gujarat,Ahmedabad,Community Hall Construction,7864000,0,Completed,Vendor Pvt Ltd 37,0.0020002914591527032,"no_photo_flag, release_ratio, amount_zscore_in_category"
MPLADS-100715,MP_KAR_3,Karnataka,Hubli,Library/Reading Room,2077000,1919232,Completed,Vendor Pvt Ltd 31,0.00197302200117655,"no_photo_flag, days_sanction_to_completion, amount_zscore_in_category"
MPLADS-102240,MP_GUJ_1,Gujarat,Vadodara,Solar Power Installation,1866000,0,Sanctioned,Vendor Pvt Ltd 50,0.001944922982194397,"desc_genericness_score, release_ratio, days_rec_to_sanction"
MPLADS-102271,MP_RAJ_1,Rajasthan,Jodhpur,Health Facility Upgrade,1700000,1468430,In Progress,Vendor Pvt Ltd 12,0.0017766510669158242,"is_round_amount, amount_zscore_in_category, agency_work_count"
MPLADS-105314,MP_KER_1,Kerala,Kozhikode,Health Facility Upgrade,6791000,6791000,Completed,Vendor Pvt Ltd 80,0.0017720910595682149,"no_photo_flag, amount_zscore_in_category, agency_work_count"
MPLADS-105717,MP_UTT_1,Uttar Pradesh,Kanpur,Road Construction/Repair,1261000,1234500,Completed,Vendor Pvt Ltd 35,0.0015731726430391335,"no_photo_flag, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-104386,MP_GUJ_5,Gujarat,Rajkot,Library/Reading Room,1200000,1189563,Completed,Vendor Pvt Ltd 6,0.0015000903736615001,"is_round_amount, vendor_total_amount, release_ratio"
MPLADS-101354,MP_KER_3,Kerala,Thiruvananthapuram,Road Construction/Repair,1862000,0,Completed,Vendor Pvt Ltd 34,0.0014130256458866342,"no_photo_flag, days_rec_to_sanction, release_ratio"
MPLADS-101309,MP_TAM_1,Tamil Nadu,Salem,Solar Power Installation,1125000,1109470,Completed,Vendor Pvt Ltd 4,0.00137660312103427,"no_photo_flag, vendor_work_count, days_sanction_to_completion"
MPLADS-103143,MP_GUJ_3,Gujarat,Surat,School Infrastructure,3852000,3852000,Completed,Vendor Pvt Ltd 17,0.0011364411605206959,"no_photo_flag, desc_genericness_score, vendor_total_amount"
MPLADS-103063,MP_KER_2,Kerala,Kozhikode,Solar Power Installation,2400000,2208401,Completed,Vendor Pvt Ltd 62,0.0008238584774304947,"is_round_amount, agency_work_count, days_sanction_to_completion"
MPLADS-102717,MP_KAR_2,Karnataka,Belagavi,Irrigation Facility,7001000,6605511,Completed,Vendor Pvt Ltd 42,0.000797720023746229,"no_photo_flag, amount_zscore_in_category, release_ratio"
MPLADS-103817,MP_MAH_2,Maharashtra,Pune,Drinking Water Supply,2800000,2446811,In Progress,Vendor Pvt Ltd 58,0.0005733803648518832,"is_round_amount, vendor_work_count, days_sanction_to_completion"
MPLADS-104378,MP_MAH_3,Maharashtra,Nashik,School Infrastructure,3836000,4374179,Sanctioned,Vendor Pvt Ltd 96,0.0005291860850349384,"over_release_flag, release_ratio, agency_work_count"
MPLADS-104600,MP_KAR_1,Karnataka,Belagavi,Health Facility Upgrade,1958000,2231223,In Progress,Vendor Pvt Ltd 41,0.0002882678326794341,"over_release_flag, release_ratio, days_rec_to_sanction"
MPLADS-105165,MP_RAJ_2,Rajasthan,Udaipur,Irrigation Facility,3400000,1705046,In Progress,Vendor Pvt Ltd 54,0.0002747318498933504,"is_round_amount, agency_work_count, days_sanction_to_completion"
MPLADS-105878,MP_GUJ_5,Gujarat,Vadodara,Library/Reading Room,2077000,1991168,Completed,Vendor Pvt Ltd 115,9.535031953111783e-06,"no_photo_flag, agency_work_count, amount_zscore_in_category"
