work_id,mp_name,house,state,constituency,district,work_category,work_description,is_sc_st_area,sanctioned_amount,released_amount,recommendation_date,sanction_date,completion_date,status,implementing_agency,vendor,photo_count,is_anomaly,anomaly_type
MPLADS-103318,MP_CHH_2,Lok Sabha,Chhattisgarh,Chhattisgarh PC-2,Raipur,Anganwadi Center Construction,Repair and renovation of Anganwadi Center Construction at Raipur,False,1653000,1574805,2023-06-28,2023-07-17,2024-04-13,Completed,Implementing Agency 42,Vendor Pvt Ltd 42,2,False,
MPLADS-105813,MP_PUN_1,Rajya Sabha,Punjab,Punjab (RS),Ludhiana,School Infrastructure,Upgradation of School Infrastructure facility in Ludhiana,False,677000,660593,2023-12-14,2024-01-14,2024-04-16,Completed,Implementing Agency 7,Vendor Pvt Ltd 95,4,False,
MPLADS-105707,MP_DAM_2,Lok Sabha,Daman & Diu,Daman & Diu PC-2,Daman,Sanitation/Toilets,Upgradation of Sanitation/Toilets facility in Daman,False,1152000,1067354,2024-08-31,2024-09-28,2025-08-03,Completed,Implementing Agency 30,Vendor Pvt Ltd 88,3,False,
MPLADS-101464,MP_MAN_2,Rajya Sabha,Manipur,Manipur (RS),Imphal,School Infrastructure,Installation of School Infrastructure in ward area Imphal,False,5911000,0,2023-04-16,2023-05-16,,Sanctioned,Implementing Agency 27,Vendor Pvt Ltd 34,1,False,
MPLADS-100874,MP_PUD_3,Lok Sabha,Puducherry,Puducherry PC-3,Karaikal,Anganwadi Center Construction,Providing Anganwadi Center Construction for public use at Karaikal,False,856000,814813,2024-01-26,2024-02-26,2024-08-24,Completed,Implementing Agency 32,Vendor Pvt Ltd 65,1,False,
MPLADS-102297,MP_ASS_1,Rajya Sabha,Assam,Assam (RS),Silchar,School Infrastructure,Installation of School Infrastructure in ward area Silchar,False,2407000,0,2023-08-21,2023-09-24,,Recommended,Implementing Agency 30,Vendor Pvt Ltd 7,0,False,
MPLADS-102643,MP_MAN_3,Lok Sabha,Manipur,Manipur PC-3,Imphal,Sanitation/Toilets,Construction of Sanitation/Toilets at Imphal,False,1264000,1200497,2024-01-05,2024-02-10,2024-10-18,Completed,Implementing Agency 41,Vendor Pvt Ltd 82,2,False,
MPLADS-103945,MP_MAD_3,Rajya Sabha,Madhya Pradesh,Madhya Pradesh (RS),Indore,CCTV Installation,Upgradation of CCTV Installation facility in Indore,False,1712000,1657959,2024-02-23,2024-03-14,2024-10-24,Completed,Implementing Agency 11,Vendor Pvt Ltd 120,4,False,
MPLADS-105190,MP_CHH_2,Lok Sabha,Chhattisgarh,Chhattisgarh PC-2,Raipur,Sanitation/Toilets,Providing Sanitation/Toilets for public use at Raipur,False,1483000,1467135,2024-06-18,2024-07-06,2024-11-11,Completed,Implementing Agency 60,Vendor Pvt Ltd 120,1,False,
MPLADS-101251,MP_JHA_3,Lok Sabha,Jharkhand,Jharkhand PC-3,Ranchi,Drinking Water Supply,Upgradation of Drinking Water Supply facility in Ranchi,False,1710000,1446745,2023-09-30,2023-10-29,,In Progress,Implementing Agency 22,Vendor Pvt Ltd 77,1,False,
MPLADS-103326,MP_GOA_2,Lok Sabha,Goa,Goa PC-2,North Goa,Street Lighting,Upgradation of Street Lighting facility in North Goa,False,624000,609276,2024-08-27,2024-09-22,2025-04-20,Completed,Implementing Agency 25,Vendor Pvt Ltd 79,3,False,
MPLADS-100840,MP_WES_3,Lok Sabha,West Bengal,West Bengal PC-3,Malda,Road Construction/Repair,Installation of Road Construction/Repair in ward area Malda,True,1701000,790739,2024-01-05,2024-03-16,,In Progress,Implementing Agency 36,Vendor Pvt Ltd 60,0,False,
MPLADS-104228,MP_TRI_4,Lok Sabha,Tripura,Tripura PC-4,Agartala,Community Hall Construction,Repair and renovation of Community Hall Construction at Agartala,False,6501000,6458499,2023-08-14,2023-08-17,2023-11-11,Completed,Implementing Agency 4,Vendor Pvt Ltd 24,3,False,
MPLADS-100581,MP_MIZ_3,Lok Sabha,Mizoram,Mizoram PC-3,Aizawl,Sports Infrastructure,Upgradation of Sports Infrastructure facility in Aizawl,False,340000,332716,2023-11-10,2023-12-13,2024-09-14,Completed,Implementing Agency 18,Vendor Pvt Ltd 24,3,False,
MPLADS-100204,MP_TAM_2,Lok Sabha,Tamil Nadu,Tamil Nadu PC-2,Madurai,Solar Power Installation,Construction of Solar Power Installation at Madurai,False,2594000,2521570,2024-01-18,2024-02-05,2024-05-27,Completed,Implementing Agency 32,Vendor Pvt Ltd 26,1,False,
MPLADS-101641,MP_LAK_3,Lok Sabha,Lakshadweep,Lakshadweep PC-3,Kavaratti,Anganwadi Center Construction,Upgradation of Anganwadi Center Construction facility in Kavaratti,False,733000,0,2024-05-18,2024-06-29,,Recommended,Implementing Agency 27,Vendor Pvt Ltd 46,4,False,
MPLADS-102014,MP_WES_4,Rajya Sabha,West Bengal,West Bengal (RS),Malda,Drinking Water Supply,Repair and renovation of Drinking Water Supply at Malda,False,2373000,2299645,2024-02-08,2024-04-06,2024-06-17,Completed,Implementing Agency 43,Vendor Pvt Ltd 7,2,False,
MPLADS-100905,MP_JHA_3,Lok Sabha,Jharkhand,Jharkhand PC-3,Jamshedpur,Solar Power Installation,Construction of Solar Power Installation at Jamshedpur,False,2263000,0,2024-02-10,2024-03-15,,Recommended,Implementing Agency 58,Vendor Pvt Ltd 78,2,False,
MPLADS-100631,MP_UTT_1,Rajya Sabha,Uttarakhand,Uttarakhand (RS),Dehradun,CCTV Installation,Installation of CCTV Installation in ward area Dehradun,False,1538000,1125213,2023-12-01,2023-12-31,,In Progress,Implementing Agency 5,Vendor Pvt Ltd 85,0,False,
MPLADS-104244,MP_MIZ_2,Lok Sabha,Mizoram,Mizoram PC-2,Aizawl,Railway Halt Amenities,Providing Railway Halt Amenities for public use at Aizawl,False,8057000,4041894,2024-01-28,2024-03-23,,In Progress,Implementing Agency 46,Vendor Pvt Ltd 46,2,False,
MPLADS-101974,MP_DAD_2,Lok Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli PC-2,Silvassa,Anganwadi Center Construction,Upgradation of Anganwadi Center Construction facility in Silvassa,False,1827000,1757068,2023-07-05,2023-08-13,2023-12-28,Completed,Implementing Agency 18,Vendor Pvt Ltd 51,5,False,
MPLADS-100162,MP_JAM_2,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Jammu,School Infrastructure,Providing School Infrastructure for public use at Jammu,False,5957000,4201654,2024-07-24,2024-09-24,,In Progress,Implementing Agency 20,Vendor Pvt Ltd 102,0,False,
MPLADS-104304,MP_TRI_5,Rajya Sabha,Tripura,Tripura (RS),Agartala,Street Lighting,Construction of Street Lighting at Agartala,False,1012000,0,2024-03-18,2024-04-15,,Sanctioned,Implementing Agency 5,Vendor Pvt Ltd 19,0,False,
MPLADS-104055,MP_NCT_1,Lok Sabha,NCT of Delhi,NCT of Delhi PC-1,South Delhi,Street Lighting,Repair and renovation of Street Lighting at South Delhi,False,969000,0,2024-06-24,2024-07-16,,Recommended,Implementing Agency 45,Vendor Pvt Ltd 16,1,False,
MPLADS-105388,MP_MIZ_1,Rajya Sabha,Mizoram,Mizoram (RS),Lunglei,Railway Halt Amenities,Providing Railway Halt Amenities for public use at Lunglei,False,1260000,1160358,2024-01-27,2024-02-17,2024-05-12,Completed,Implementing Agency 10,Vendor Pvt Ltd 74,5,False,
MPLADS-103513,MP_PUD_2,Lok Sabha,Puducherry,Puducherry PC-2,Puducherry,Library/Reading Room,Installation of Library/Reading Room in ward area Puducherry,False,819000,768570,2024-03-08,2024-05-06,2024-09-04,Completed,Implementing Agency 34,Vendor Pvt Ltd 79,1,False,
MPLADS-100617,MP_KAR_1,Lok Sabha,Karnataka,Karnataka PC-1,Hubli,Solar Power Installation,Construction of Solar Power Installation at Hubli,False,2086000,0,2024-03-04,2024-04-25,,Recommended,Implementing Agency 49,Vendor Pvt Ltd 19,0,False,
MPLADS-100875,MP_MIZ_2,Lok Sabha,Mizoram,Mizoram PC-2,Lunglei,Anganwadi Center Construction,Construction of Anganwadi Center Construction at Lunglei,False,747000,733426,2023-04-19,2023-06-03,2023-10-13,Completed,Implementing Agency 3,Vendor Pvt Ltd 56,1,False,
MPLADS-101431,MP_CHH_2,Lok Sabha,Chhattisgarh,Chhattisgarh PC-2,Bhilai,Sports Infrastructure,Repair and renovation of Sports Infrastructure at Bhilai,False,1016000,0,2023-06-18,2023-09-09,,Recommended,Implementing Agency 35,Vendor Pvt Ltd 27,0,False,
MPLADS-102973,MP_TAM_2,Lok Sabha,Tamil Nadu,Tamil Nadu PC-2,Chennai,Road Construction/Repair,Repair and renovation of Road Construction/Repair at Chennai,False,2852000,2616405,2023-09-07,2023-10-29,,In Progress,Implementing Agency 20,Vendor Pvt Ltd 6,0,False,
MPLADS-105362,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,Community Hall Construction,Repair and renovation of Community Hall Construction at Kavaratti,False,4146000,3828267,2023-11-22,2023-12-12,2024-05-25,Completed,Implementing Agency 35,Vendor Pvt Ltd 38,5,False,
MPLADS-100547,MP_PUD_2,Lok Sabha,Puducherry,Puducherry PC-2,Puducherry,Irrigation Facility,Providing Irrigation Facility for public use at Puducherry,False,4957000,2527209,2023-11-15,2023-11-21,,In Progress,Implementing Agency 23,Vendor Pvt Ltd 105,0,False,
MPLADS-104871,MP_MAN_3,Lok Sabha,Manipur,Manipur PC-3,Thoubal,Library/Reading Room,Construction of Library/Reading Room at Thoubal,False,1100000,686476,2023-09-21,2023-09-27,,In Progress,Implementing Agency 15,Vendor Pvt Ltd 100,2,False,
MPLADS-105449,MP_JAM_1,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Jammu,Railway Halt Amenities,Installation of Railway Halt Amenities in ward area Jammu,False,8045000,0,2024-06-20,2024-07-05,,Sanctioned,Implementing Agency 59,Vendor Pvt Ltd 97,2,False,
MPLADS-105048,MP_GOA_2,Lok Sabha,Goa,Goa PC-2,South Goa,Street Lighting,Providing Street Lighting for public use at South Goa,False,1187000,1141246,2023-11-24,2023-12-21,2024-07-09,Completed,Implementing Agency 47,Vendor Pvt Ltd 64,4,False,
MPLADS-103381,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,Drinking Water Supply,Providing Drinking Water Supply for public use at Kavaratti,False,1105000,469061,2024-04-21,2024-05-04,,In Progress,Implementing Agency 16,Vendor Pvt Ltd 25,1,False,
MPLADS-105809,MP_GUJ_2,Lok Sabha,Gujarat,Gujarat PC-2,Ahmedabad,Road Construction/Repair,Construction of Road Construction/Repair at Ahmedabad,True,4736000,3628026,2024-03-13,2024-05-04,,In Progress,Implementing Agency 39,Vendor Pvt Ltd 36,0,False,
MPLADS-105702,MP_ODI_4,Lok Sabha,Odisha,Odisha PC-4,Bhubaneswar,CCTV Installation,Installation of CCTV Installation in ward area Bhubaneswar,False,1798000,1341354,2023-06-17,2023-07-13,,In Progress,Implementing Agency 51,Vendor Pvt Ltd 5,1,False,
MPLADS-104890,MP_CHA_1,Lok Sabha,Chandigarh,Chandigarh PC-1,Chandigarh,Drinking Water Supply,Construction of Drinking Water Supply at Chandigarh,False,3935000,2404396,2023-07-06,2023-09-20,,In Progress,Implementing Agency 20,Vendor Pvt Ltd 43,4,False,
MPLADS-102856,MP_NAG_4,Rajya Sabha,Nagaland,Nagaland (RS),Kohima,Community Hall Construction,Installation of Community Hall Construction in ward area Kohima,False,5048000,4977689,2024-06-15,2024-07-05,2025-01-25,Completed,Implementing Agency 54,Vendor Pvt Ltd 61,3,False,
MPLADS-101861,MP_AND_4,Rajya Sabha,Andhra Pradesh,Andhra Pradesh (RS),Vijayawada,Anganwadi Center Construction,Providing Anganwadi Center Construction for public use at Vijayawada,True,508000,0,2023-10-28,2023-12-17,,Sanctioned,Implementing Agency 37,Vendor Pvt Ltd 95,1,False,
MPLADS-102659,MP_TAM_1,Rajya Sabha,Tamil Nadu,Tamil Nadu (RS),Coimbatore,Library/Reading Room,Installation of Library/Reading Room in ward area Coimbatore,False,839000,579959,2024-01-27,2024-02-22,,In Progress,Implementing Agency 37,Vendor Pvt Ltd 7,2,False,
MPLADS-105505,MP_NAG_1,Lok Sabha,Nagaland,Nagaland PC-1,Kohima,Drinking Water Supply,Upgradation of Drinking Water Supply facility in Kohima,False,1401000,1297155,2024-01-19,2024-02-06,2024-05-21,Completed,Implementing Agency 24,Vendor Pvt Ltd 67,7,False,
MPLADS-100640,MP_LAK_2,Lok Sabha,Lakshadweep,Lakshadweep PC-2,Kavaratti,Anganwadi Center Construction,Repair and renovation of Anganwadi Center Construction at Kavaratti,False,1729000,1627366,2024-04-01,2024-04-08,2024-07-27,Completed,Implementing Agency 45,Vendor Pvt Ltd 86,4,False,
MPLADS-105107,MP_UTT_4,Lok Sabha,Uttarakhand,Uttarakhand PC-4,Haridwar,Library/Reading Room,Repair and renovation of Library/Reading Room at Haridwar,True,2383000,2012209,2024-02-14,2024-03-02,,In Progress,Implementing Agency 2,Vendor Pvt Ltd 54,0,False,
MPLADS-101009,MP_PUD_5,Rajya Sabha,Puducherry,Puducherry (RS),Puducherry,Drinking Water Supply,Providing Drinking Water Supply for public use at Puducherry,False,3866000,0,2024-02-28,2024-03-29,,Sanctioned,Implementing Agency 46,Vendor Pvt Ltd 8,1,False,
MPLADS-105862,MP_AND_3,Lok Sabha,Andhra Pradesh,Andhra Pradesh PC-3,Vijayawada,Railway Halt Amenities,Upgradation of Railway Halt Amenities facility in Vijayawada,True,9020000,0,2024-03-12,2024-04-09,,Sanctioned,Implementing Agency 15,Vendor Pvt Ltd 85,0,False,
MPLADS-100637,MP_NCT_1,Lok Sabha,NCT of Delhi,NCT of Delhi PC-1,South Delhi,Health Facility Upgrade,Construction of Health Facility Upgrade at South Delhi,False,3828000,3676446,2023-05-30,2023-07-23,2024-02-01,Completed,Implementing Agency 18,Vendor Pvt Ltd 68,2,False,
MPLADS-104899,MP_NAG_1,Lok Sabha,Nagaland,Nagaland PC-1,Kohima,Sanitation/Toilets,Upgradation of Sanitation/Toilets facility in Kohima,False,1247000,1205374,2024-05-07,2024-06-08,2024-10-17,Completed,Implementing Agency 23,Vendor Pvt Ltd 17,1,False,
MPLADS-104504,MP_AND_4,Rajya Sabha,Andhra Pradesh,Andhra Pradesh (RS),Vijayawada,Library/Reading Room,Providing Library/Reading Room for public use at Vijayawada,True,905000,588616,2024-08-08,2024-08-31,,In Progress,Implementing Agency 58,Vendor Pvt Ltd 95,0,False,
MPLADS-102308,MP_RAJ_2,Lok Sabha,Rajasthan,Rajasthan PC-2,Kota,CCTV Installation,Construction of CCTV Installation at Kota,False,1767000,1650806,2024-08-01,2024-09-07,2025-06-13,Completed,Implementing Agency 4,Vendor Pvt Ltd 35,1,False,
MPLADS-104168,MP_MAD_3,Rajya Sabha,Madhya Pradesh,Madhya Pradesh (RS),Indore,CCTV Installation,Providing CCTV Installation for public use at Indore,False,746000,0,2024-08-17,2024-09-16,,Sanctioned,Implementing Agency 34,Vendor Pvt Ltd 109,0,False,
MPLADS-103145,MP_GOA_2,Lok Sabha,Goa,Goa PC-2,North Goa,Library/Reading Room,Upgradation of Library/Reading Room facility in North Goa,True,1239000,1164924,2023-04-18,2023-05-22,2023-08-11,Completed,Implementing Agency 26,Vendor Pvt Ltd 11,3,False,
MPLADS-103781,MP_TAM_3,Rajya Sabha,Tamil Nadu,Tamil Nadu (RS),Chennai,Street Lighting,Installation of Street Lighting in ward area Chennai,True,393000,374371,2024-03-24,2024-04-09,2024-10-18,Completed,Implementing Agency 58,Vendor Pvt Ltd 19,3,False,
MPLADS-102096,MP_TEL_2,Lok Sabha,Telangana,Telangana PC-2,Warangal,Irrigation Facility,Providing Irrigation Facility for public use at Warangal,False,4836000,1771815,2024-02-24,2024-04-03,,In Progress,Implementing Agency 4,Vendor Pvt Ltd 47,1,False,
MPLADS-105519,MP_LAK_4,Lok Sabha,Lakshadweep,Lakshadweep PC-4,Kavaratti,Street Lighting,Providing Street Lighting for public use at Kavaratti,False,1993000,1920474,2023-04-06,2023-05-06,2024-02-19,Completed,Implementing Agency 1,Vendor Pvt Ltd 6,5,False,
MPLADS-101956,MP_UTT_2,Lok Sabha,Uttarakhand,Uttarakhand PC-2,Dehradun,Health Facility Upgrade,Upgradation of Health Facility Upgrade facility in Dehradun,True,1062000,426114,2023-05-20,2023-06-10,,In Progress,Implementing Agency 55,Vendor Pvt Ltd 17,0,False,
MPLADS-101372,MP_HIM_4,Lok Sabha,Himachal Pradesh,Himachal Pradesh PC-4,Manali,Irrigation Facility,Construction of Irrigation Facility at Manali,False,1311000,0,2024-08-08,2024-10-23,,Sanctioned,Implementing Agency 44,Vendor Pvt Ltd 67,0,False,
MPLADS-104022,MP_NCT_2,Lok Sabha,NCT of Delhi,NCT of Delhi PC-2,New Delhi,Railway Halt Amenities,Construction of Railway Halt Amenities at New Delhi,False,1751000,1258409,2023-08-30,2023-10-02,,In Progress,Implementing Agency 47,Vendor Pvt Ltd 97,2,False,
MPLADS-100921,MP_LAK_4,Lok Sabha,Lakshadweep,Lakshadweep PC-4,Kavaratti,CCTV Installation,Upgradation of CCTV Installation facility in Kavaratti,True,383000,371079,2024-01-15,2024-03-18,2024-08-16,Completed,Implementing Agency 13,Vendor Pvt Ltd 54,3,False,
MPLADS-100546,MP_TRI_1,Rajya Sabha,Tripura,Tripura (RS),Dharmanagar,CCTV Installation,Installation of CCTV Installation in ward area Dharmanagar,False,1929000,1305072,2023-09-26,2023-10-05,,In Progress,Implementing Agency 25,Vendor Pvt Ltd 47,2,False,
MPLADS-101449,MP_ODI_3,Lok Sabha,Odisha,Odisha PC-3,Bhubaneswar,School Infrastructure,Upgradation of School Infrastructure facility in Bhubaneswar,False,5621000,0,2023-05-21,2023-07-05,,Sanctioned,Implementing Agency 42,Vendor Pvt Ltd 5,0,False,
MPLADS-102804,MP_HIM_4,Lok Sabha,Himachal Pradesh,Himachal Pradesh PC-4,Manali,Street Lighting,Upgradation of Street Lighting facility in Manali,False,404000,0,2023-08-07,2023-09-07,,Sanctioned,Implementing Agency 56,Vendor Pvt Ltd 35,1,False,
MPLADS-102610,MP_PUD_3,Lok Sabha,Puducherry,Puducherry PC-3,Karaikal,CCTV Installation,Construction of CCTV Installation at Karaikal,False,1203000,0,2024-03-13,2024-04-02,,Recommended,Implementing Agency 14,Vendor Pvt Ltd 93,0,False,
MPLADS-101900,MP_GOA_1,Lok Sabha,Goa,Goa PC-1,South Goa,Sports Infrastructure,Upgradation of Sports Infrastructure facility in South Goa,False,623000,575578,2024-05-01,2024-05-19,2024-11-25,Completed,Implementing Agency 52,Vendor Pvt Ltd 84,1,False,
MPLADS-102757,MP_AND_2,Lok Sabha,Andhra Pradesh,Andhra Pradesh PC-2,Visakhapatnam,Street Lighting,Repair and renovation of Street Lighting at Visakhapatnam,False,1346000,1241279,2024-04-02,2024-05-12,2024-08-07,Completed,Implementing Agency 23,Vendor Pvt Ltd 15,1,False,
MPLADS-102028,MP_PUD_1,Lok Sabha,Puducherry,Puducherry PC-1,Karaikal,Community Hall Construction,Providing Community Hall Construction for public use at Karaikal,False,6798000,3626936,2023-05-08,2023-06-11,,In Progress,Implementing Agency 1,Vendor Pvt Ltd 74,0,False,
MPLADS-102301,MP_LAK_5,Lok Sabha,Lakshadweep,Lakshadweep PC-5,Kavaratti,Solar Power Installation,Installation of Solar Power Installation in ward area Kavaratti,False,458000,445901,2024-08-28,2024-10-20,2025-02-12,Completed,Implementing Agency 19,Vendor Pvt Ltd 119,2,False,
MPLADS-101885,MP_MIZ_3,Lok Sabha,Mizoram,Mizoram PC-3,Lunglei,Irrigation Facility,Repair and renovation of Irrigation Facility at Lunglei,False,4606000,0,2024-05-07,2024-06-05,,Sanctioned,Implementing Agency 23,Vendor Pvt Ltd 96,1,False,
MPLADS-101642,MP_MAD_2,Lok Sabha,Madhya Pradesh,Madhya Pradesh PC-2,Indore,Drinking Water Supply,Providing Drinking Water Supply for public use at Indore,False,3856000,0,2023-10-25,2023-11-12,,Sanctioned,Implementing Agency 46,Vendor Pvt Ltd 33,0,False,
MPLADS-100972,MP_CHA_2,Rajya Sabha,Chandigarh,Chandigarh (RS),Chandigarh,Library/Reading Room,Upgradation of Library/Reading Room facility in Chandigarh,False,2113000,0,2024-09-01,2024-09-27,,Sanctioned,Implementing Agency 41,Vendor Pvt Ltd 16,3,False,
MPLADS-105764,MP_LAK_2,Lok Sabha,Lakshadweep,Lakshadweep PC-2,Kavaratti,Road Construction/Repair,Construction of Road Construction/Repair at Kavaratti,False,3857000,3770009,2024-05-17,2024-06-16,2024-10-18,Completed,Implementing Agency 44,Vendor Pvt Ltd 49,7,False,
MPLADS-102097,MP_TEL_5,Rajya Sabha,Telangana,Telangana (RS),Hyderabad,Anganwadi Center Construction,Repair and renovation of Anganwadi Center Construction at Hyderabad,False,740000,722109,2023-05-13,2023-06-22,2024-04-27,Completed,Implementing Agency 3,Vendor Pvt Ltd 81,0,False,
MPLADS-105208,MP_UTT_4,Lok Sabha,Uttarakhand,Uttarakhand PC-4,Haridwar,Health Facility Upgrade,Construction of Health Facility Upgrade at Haridwar,False,4240000,3935910,2024-06-06,2024-06-28,2024-10-17,Completed,Implementing Agency 10,Vendor Pvt Ltd 65,1,False,
MPLADS-104575,MP_KAR_3,Lok Sabha,Karnataka,Karnataka PC-3,Mysuru,Street Lighting,Upgradation of Street Lighting facility in Mysuru,False,1341000,1316089,2024-03-08,2024-03-27,2024-09-02,Completed,Implementing Agency 19,Vendor Pvt Ltd 54,2,False,
MPLADS-105490,MP_MAD_1,Rajya Sabha,Madhya Pradesh,Madhya Pradesh (RS),Bhopal,Sanitation/Toilets,Installation of Sanitation/Toilets in ward area Bhopal,True,768000,0,2023-11-24,2024-01-24,,Recommended,Implementing Agency 29,Vendor Pvt Ltd 108,1,False,
MPLADS-105958,MP_MAH_2,Rajya Sabha,Maharashtra,Maharashtra (RS),Aurangabad,School Infrastructure,Construction of School Infrastructure at Aurangabad,False,2457000,2351818,2023-06-13,2023-06-18,2023-08-13,Completed,Implementing Agency 49,Vendor Pvt Ltd 14,1,False,
MPLADS-100836,MP_UTT_4,Lok Sabha,Uttarakhand,Uttarakhand PC-4,Haridwar,Health Facility Upgrade,Providing Health Facility Upgrade for public use at Haridwar,True,4519000,3539749,2024-06-11,2024-06-21,,In Progress,Implementing Agency 24,Vendor Pvt Ltd 2,1,False,
MPLADS-100601,MP_RAJ_5,Lok Sabha,Rajasthan,Rajasthan PC-5,Kota,Health Facility Upgrade,Providing Health Facility Upgrade for public use at Kota,True,4036000,0,2023-04-24,2023-04-30,,Sanctioned,Implementing Agency 16,Vendor Pvt Ltd 85,1,False,
MPLADS-102184,MP_NCT_2,Lok Sabha,NCT of Delhi,NCT of Delhi PC-2,North Delhi,Sports Infrastructure,Providing Sports Infrastructure for public use at North Delhi,False,778000,730894,2023-05-11,2023-06-13,2024-01-17,Completed,Implementing Agency 35,Vendor Pvt Ltd 99,3,False,
MPLADS-104768,MP_KER_1,Lok Sabha,Kerala,Kerala PC-1,Thiruvananthapuram,Irrigation Facility,Providing Irrigation Facility for public use at Thiruvananthapuram,False,5624000,5203475,2023-04-09,2023-06-10,,In Progress,Implementing Agency 48,Vendor Pvt Ltd 119,4,False,
MPLADS-103516,MP_MIZ_2,Lok Sabha,Mizoram,Mizoram PC-2,Lunglei,Anganwadi Center Construction,Installation of Anganwadi Center Construction in ward area Lunglei,False,1549000,1369111,2024-06-01,2024-07-06,,In Progress,Implementing Agency 48,Vendor Pvt Ltd 13,1,False,
MPLADS-105149,MP_UTT_1,Rajya Sabha,Uttarakhand,Uttarakhand (RS),Haridwar,Health Facility Upgrade,Upgradation of Health Facility Upgrade facility in Haridwar,False,2900000,2771904,2024-01-10,2024-02-24,2024-08-06,Completed,Implementing Agency 3,Vendor Pvt Ltd 61,3,False,
MPLADS-101582,MP_DAD_2,Lok Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli PC-2,Silvassa,Health Facility Upgrade,Providing Health Facility Upgrade for public use at Silvassa,False,5249000,3504209,2023-06-20,2023-06-28,,In Progress,Implementing Agency 41,Vendor Pvt Ltd 96,4,False,
MPLADS-105101,MP_LAK_1,Rajya Sabha,Lakshadweep,Lakshadweep (RS),Kavaratti,Anganwadi Center Construction,Providing Anganwadi Center Construction for public use at Kavaratti,False,1613000,1489089,2023-10-01,2023-11-14,2024-07-26,Completed,Implementing Agency 10,Vendor Pvt Ltd 68,2,False,
MPLADS-103583,MP_CHA_2,Rajya Sabha,Chandigarh,Chandigarh (RS),Chandigarh,Railway Halt Amenities,Repair and renovation of Railway Halt Amenities at Chandigarh,False,5156000,0,2023-10-18,2023-10-27,,Sanctioned,Implementing Agency 29,Vendor Pvt Ltd 87,0,False,
MPLADS-103858,MP_DAD_4,Lok Sabha,Dadara & Nagar Havelli,Dadara & Nagar Havelli PC-4,Silvassa,Solar Power Installation,Repair and renovation of Solar Power Installation at Silvassa,False,1872000,1724433,2023-07-24,2023-08-26,2024-01-09,Completed,Implementing Agency 56,Vendor Pvt Ltd 38,2,False,
MPLADS-101070,MP_DAM_3,Lok Sabha,Daman & Diu,Daman & Diu PC-3,Daman,Library/Reading Room,Providing Library/Reading Room for public use at Daman,False,596000,0,2023-12-24,2024-01-24,,Recommended,Implementing Agency 20,Vendor Pvt Ltd 37,0,False,
MPLADS-101775,MP_ARU_2,Rajya Sabha,Arunanchal Pradesh,Arunanchal Pradesh (RS),Itanagar,Railway Halt Amenities,Upgradation of Railway Halt Amenities facility in Itanagar,True,4810000,4392625,2024-09-12,2024-09-21,,In Progress,Implementing Agency 40,Vendor Pvt Ltd 93,0,False,
MPLADS-105763,MP_CHH_2,Lok Sabha,Chhattisgarh,Chhattisgarh PC-2,Raipur,Sports Infrastructure,Providing Sports Infrastructure for public use at Raipur,False,3338000,1457358,2023-07-17,2023-08-04,,In Progress,Implementing Agency 54,Vendor Pvt Ltd 95,1,False,
MPLADS-101283,MP_MAN_2,Rajya Sabha,Manipur,Manipur (RS),Imphal,Sports Infrastructure,Providing Sports Infrastructure for public use at Imphal,False,1821000,0,2024-01-28,2024-05-17,,Sanctioned,Implementing Agency 18,Vendor Pvt Ltd 74,1,False,
MPLADS-104987,MP_JAM_2,Rajya Sabha,Jammu & Kashmir,Jammu & Kashmir (RS),Srinagar,Sports Infrastructure,Upgradation of Sports Infrastructure facility in Srinagar,False,4210000,3985258,2023-10-01,2023-11-18,2024-08-08,Completed,Implementing Agency 46,Vendor Pvt Ltd 118,2,False,
MPLADS-104884,MP_TEL_2,Lok Sabha,Telangana,Telangana PC-2,Hyderabad,Solar Power Installation,Providing Solar Power Installation for public use at Hyderabad,True,2658000,2622555,2023-05-21,2023-06-08,2023-09-08,Completed,Implementing Agency 18,Vendor Pvt Ltd 70,3,False,
MPLADS-105699,MP_HAR_4,Lok Sabha,Haryana,Haryana PC-4,Gurugram,Irrigation Facility,Providing Irrigation Facility for public use at Gurugram,False,6881000,2731931,2023-10-23,2023-12-12,,In Progress,Implementing Agency 60,Vendor Pvt Ltd 11,1,False,
MPLADS-101836,MP_UTT_4,Lok Sabha,Uttarakhand,Uttarakhand PC-4,Dehradun,Solar Power Installation,Installation of Solar Power Installation in ward area Dehradun,False,2873000,2865452,2023-11-29,2024-01-05,2024-08-23,Completed,Implementing Agency 16,Vendor Pvt Ltd 63,9,False,
MPLADS-105452,MP_TEL_3,Lok Sabha,Telangana,Telangana PC-3,Warangal,Road Construction/Repair,Repair and renovation of Road Construction/Repair at Warangal,False,6048000,5979324,2024-03-12,2024-04-12,2024-07-20,Completed,Implementing Agency 16,Vendor Pvt Ltd 36,2,False,
