work_id,mp_name,state,district,work_category,sanctioned_amount,released_amount,status,vendor,implementing_agency,iso_score,lof_score,ensemble_score,network_risk_flag,flagged_by_model,risk_level,risk_priority,top_flag_reasons
MPLADS-102630,MP_KAR_3,Karnataka,Bengaluru,Library/Reading Room,1283000,742375,In Progress,Vendor Pvt Ltd 53,Implementing Agency 17,0.12398541734709936,0.0882139423984356,0.10609967987276747,0,False,Normal,4,"agency_betweenness, days_rec_to_sanction, agency_work_count"
MPLADS-101458,MP_UTT_1,Uttar Pradesh,Lucknow,Drinking Water Supply,4209000,1313219,In Progress,Vendor Pvt Ltd 49,Implementing Agency 56,0.14167428035437057,0.07050469062698975,0.10608948549068016,0,False,Normal,4,"vendor_degree_centrality, amount_zscore_in_category, release_ratio"
MPLADS-102162,MP_WES_2,West Bengal,Kolkata,Irrigation Facility,4448000,3545115,In Progress,Vendor Pvt Ltd 44,Implementing Agency 31,0.1718067310739363,0.040100876318099374,0.10595380369601784,0,False,Normal,4,"days_rec_to_sanction, vendor_total_amount, agency_betweenness"
MPLADS-101185,MP_TAM_1,Tamil Nadu,Coimbatore,Library/Reading Room,2183000,2064446,In Progress,Vendor Pvt Ltd 19,Implementing Agency 30,0.12318142682217821,0.08839627067858956,0.10578884875038388,0,False,Normal,4,"amount_zscore_in_category, days_rec_to_sanction, vendor_total_amount"
MPLADS-105734,MP_KAR_1,Karnataka,Hubli,Irrigation Facility,5874000,5467373,Completed,Vendor Pvt Ltd 20,Implementing Agency 42,0.16003166108534356,0.051482018315473436,0.1057568397004085,0,False,Normal,4,"days_rec_to_sanction, vendor_work_count, vendor_degree_centrality"
MPLADS-103505,MP_MAH_2,Maharashtra,Pune,Irrigation Facility,1261000,920878,In Progress,Vendor Pvt Ltd 92,Implementing Agency 36,0.13550208005980455,0.07598651894678009,0.10574429950329231,0,False,Normal,4,"days_rec_to_sanction, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-104917,MP_MAH_2,Maharashtra,Aurangabad,CCTV Installation,290000,0,Sanctioned,Vendor Pvt Ltd 15,Implementing Agency 54,0.17277605347579092,0.03864851128842905,0.10571228238210999,0,False,Normal,4,"release_ratio, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-102065,MP_BIH_1,Bihar,Patna,CCTV Installation,640000,604161,Completed,Vendor Pvt Ltd 96,Implementing Agency 27,0.16949519452814818,0.041910817496448455,0.10570300601229832,0,False,Normal,4,"days_sanction_to_completion, amount_zscore_in_category, vendor_degree_centrality"
MPLADS-105817,MP_MAH_2,Maharashtra,Pune,Anganwadi Center Construction,1224000,0,Sanctioned,Vendor Pvt Ltd 55,Implementing Agency 34,0.15166287240051582,0.059650910008972054,0.10565689120474393,0,False,Normal,4,"agency_work_count, release_ratio, agency_betweenness"
MPLADS-100935,MP_GUJ_4,Gujarat,Vadodara,Anganwadi Center Construction,616000,598607,Completed,Vendor Pvt Ltd 111,Implementing Agency 18,0.1226068444994859,0.08841746941589261,0.10551215695768926,0,False,Normal,4,"agency_work_count, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-105858,MP_KAR_2,Karnataka,Mysuru,Sports Infrastructure,3117000,3080825,Completed,Vendor Pvt Ltd 113,Implementing Agency 8,0.169939336886501,0.04105280528190287,0.10549607108420193,0,False,Normal,4,"days_sanction_to_completion, vendor_work_count, vendor_degree_centrality"
MPLADS-104686,MP_DEL_2,Delhi,South Delhi,Library/Reading Room,501000,461929,Completed,Vendor Pvt Ltd 10,Implementing Agency 8,0.16029026497495652,0.050593558776633414,0.10544191187579496,0,False,Normal,4,"vendor_degree_centrality, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-100666,MP_TAM_2,Tamil Nadu,Salem,Sports Infrastructure,2320000,2223840,Completed,Vendor Pvt Ltd 77,Implementing Agency 19,0.1569548794523365,0.05392785037344244,0.10544136491288947,0,False,Normal,4,"days_sanction_to_completion, release_ratio, days_rec_to_sanction"
MPLADS-105863,MP_GUJ_3,Gujarat,Surat,Health Facility Upgrade,5527000,0,Recommended,Vendor Pvt Ltd 109,Implementing Agency 33,0.18039775627370574,0.030385203932134883,0.10539148010292032,0,False,Normal,4,"release_ratio, agency_work_count, agency_betweenness"
MPLADS-103385,MP_KAR_2,Karnataka,Belagavi,Health Facility Upgrade,4572000,4324271,Completed,Vendor Pvt Ltd 105,Implementing Agency 10,0.18074675011404684,0.02999645854105572,0.10537160432755129,0,False,Normal,4,"vendor_degree_centrality, vendor_total_amount, vendor_work_count"
MPLADS-101603,MP_GUJ_3,Gujarat,Rajkot,Road Construction/Repair,8889000,4416080,In Progress,Vendor Pvt Ltd 28,Implementing Agency 3,0.14912159476691111,0.06160883941725105,0.10536521709208108,0,False,Normal,4,"amount_zscore_in_category, vendor_work_count, vendor_degree_centrality"
MPLADS-101243,MP_DEL_2,Delhi,New Delhi,Health Facility Upgrade,5974000,1841351,In Progress,Vendor Pvt Ltd 55,Implementing Agency 49,0.13760176302473276,0.07310674615510197,0.10535425458991737,0,False,Normal,4,"agency_work_count, amount_zscore_in_category, agency_betweenness"
MPLADS-103851,MP_DEL_1,Delhi,South Delhi,Community Hall Construction,4987000,2019575,In Progress,Vendor Pvt Ltd 12,Implementing Agency 51,0.17900293607478937,0.031702218358630616,0.10535257721670999,0,False,Normal,4,"agency_work_count, agency_betweenness, days_sanction_to_completion"
MPLADS-100992,MP_RAJ_1,Rajasthan,Udaipur,Community Hall Construction,3080000,3001449,Completed,Vendor Pvt Ltd 113,Implementing Agency 23,0.16707851956146325,0.04347071350551222,0.10527461653348774,0,False,Normal,4,"days_rec_to_sanction, vendor_work_count, vendor_degree_centrality"
MPLADS-101193,MP_KAR_3,Karnataka,Hubli,Street Lighting,261000,0,Sanctioned,Vendor Pvt Ltd 26,Implementing Agency 48,0.14751321031632922,0.06287161666129183,0.10519241348881053,0,False,Normal,4,"amount_zscore_in_category, release_ratio, vendor_degree_centrality"
MPLADS-102852,MP_TAM_1,Tamil Nadu,Salem,Library/Reading Room,602000,0,Sanctioned,Vendor Pvt Ltd 74,Implementing Agency 17,0.1617574972264788,0.04850791101203483,0.10513270411925682,0,False,Normal,4,"release_ratio, agency_betweenness, amount_zscore_in_category"
MPLADS-105748,MP_KER_4,Kerala,Kozhikode,Community Hall Construction,1623000,1515445,Completed,Vendor Pvt Ltd 70,Implementing Agency 21,0.1801037931621296,0.03014250377300335,0.10512314846756647,0,False,Normal,4,"days_sanction_to_completion, amount_zscore_in_category, vendor_work_count"
MPLADS-105847,MP_KAR_3,Karnataka,Bengaluru,CCTV Installation,2485000,2311867,Completed,Vendor Pvt Ltd 60,Implementing Agency 36,0.13858779823214773,0.07142357732930016,0.10500568778072394,0,False,Normal,4,"days_sanction_to_completion, amount_zscore_in_category, release_ratio"
MPLADS-102610,MP_GUJ_1,Gujarat,Rajkot,Anganwadi Center Construction,1151000,1096104,Completed,Vendor Pvt Ltd 91,Implementing Agency 17,0.13923751159366468,0.07076849756325504,0.10500300457845986,0,False,Normal,4,"agency_betweenness, days_sanction_to_completion, agency_work_count"
MPLADS-104543,MP_KER_1,Kerala,Kochi,Sanitation/Toilets,1040000,1040000,Completed,Vendor Pvt Ltd 85,Implementing Agency 29,0.1235290440227855,0.08641677410667167,0.10497290906472859,0,False,Normal,4,"days_rec_to_sanction, release_ratio, vendor_total_amount"
MPLADS-105960,MP_DEL_2,Delhi,North Delhi,CCTV Installation,930000,0,Recommended,Vendor Pvt Ltd 98,Implementing Agency 59,0.17534114783717852,0.034482379740180605,0.10491176378867956,0,False,Normal,4,"release_ratio, vendor_work_count, vendor_degree_centrality"
MPLADS-102444,MP_KAR_2,Karnataka,Belagavi,Drinking Water Supply,2647000,2567124,Completed,Vendor Pvt Ltd 109,Implementing Agency 18,0.12777538224566573,0.08200903814966772,0.10489221019766673,0,False,Normal,4,"agency_work_count, release_ratio, vendor_work_count"
MPLADS-102011,MP_MAH_1,Maharashtra,Aurangabad,Health Facility Upgrade,5920000,0,Recommended,Vendor Pvt Ltd 2,Implementing Agency 20,0.16603919765354452,0.04370676929953244,0.10487298347653848,0,False,Normal,4,"release_ratio, days_rec_to_sanction, amount_zscore_in_category"
MPLADS-104232,MP_MAH_4,Maharashtra,Aurangabad,Road Construction/Repair,7258000,6853571,Completed,Vendor Pvt Ltd 9,Implementing Agency 58,0.1512113630651122,0.05853297835860141,0.10487217071185681,0,False,Normal,4,"days_sanction_to_completion, days_rec_to_sanction, agency_betweenness"
MPLADS-102870,MP_KAR_3,Karnataka,Bengaluru,Health Facility Upgrade,2236000,2068664,Completed,Vendor Pvt Ltd 15,Implementing Agency 33,0.18373937885290123,0.025987294787015742,0.10486333681995849,0,False,Normal,4,"agency_work_count, agency_betweenness, days_sanction_to_completion"
MPLADS-104821,MP_KER_2,Kerala,Kozhikode,Library/Reading Room,2403000,0,Sanctioned,Vendor Pvt Ltd 101,Implementing Agency 37,0.15504644607890378,0.05445714024633797,0.10475179316262087,0,False,Normal,4,"release_ratio, amount_zscore_in_category, agency_work_count"
MPLADS-102574,MP_DEL_2,Delhi,North Delhi,Anganwadi Center Construction,1576000,1315125,In Progress,Vendor Pvt Ltd 10,Implementing Agency 37,0.12988671475478183,0.079597060387523,0.10474188757115241,0,False,Normal,4,"vendor_degree_centrality, agency_work_count, agency_betweenness"
MPLADS-102173,MP_WES_2,West Bengal,Kolkata,Anganwadi Center Construction,1780000,1683967,Completed,Vendor Pvt Ltd 39,Implementing Agency 22,0.17852244633007464,0.030889338512619994,0.10470589242134731,0,False,Normal,4,"amount_zscore_in_category, vendor_degree_centrality, days_sanction_to_completion"
MPLADS-101520,MP_DEL_1,Delhi,New Delhi,Drinking Water Supply,3242000,3075727,Completed,Vendor Pvt Ltd 75,Implementing Agency 41,0.14001360880009284,0.06936718232083672,0.10469039556046478,0,False,Normal,4,"vendor_total_amount, vendor_degree_centrality, release_ratio"
MPLADS-101151,MP_KAR_2,Karnataka,Hubli,Solar Power Installation,538000,278955,In Progress,Vendor Pvt Ltd 10,Implementing Agency 38,0.13458524740237507,0.07475561656999474,0.1046704319861849,0,False,Normal,4,"amount_zscore_in_category, vendor_degree_centrality, days_sanction_to_completion"
MPLADS-104452,MP_WES_1,West Bengal,Kolkata,Anganwadi Center Construction,356000,138716,In Progress,Vendor Pvt Ltd 83,Implementing Agency 39,0.14185819508762038,0.06748055024678289,0.10466937266720164,0,False,Normal,4,"amount_zscore_in_category, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-100748,MP_RAJ_1,Rajasthan,Jodhpur,Community Hall Construction,4977000,4650047,Completed,Vendor Pvt Ltd 24,Implementing Agency 26,0.13287250957174218,0.07645538512459601,0.1046639473481691,0,False,Normal,4,"vendor_total_amount, vendor_work_count, release_ratio"
MPLADS-101228,MP_GUJ_5,Gujarat,Ahmedabad,CCTV Installation,2297000,2252109,Completed,Vendor Pvt Ltd 98,Implementing Agency 57,0.16955250326354496,0.03961695211591278,0.10458472768972887,0,False,Normal,4,"amount_zscore_in_category, vendor_work_count, days_sanction_to_completion"
MPLADS-100443,MP_GUJ_2,Gujarat,Surat,Road Construction/Repair,2127000,0,Sanctioned,Vendor Pvt Ltd 28,Implementing Agency 11,0.16182490220490156,0.047335282786382736,0.10458009249564215,0,False,Normal,4,"release_ratio, amount_zscore_in_category, vendor_work_count"
MPLADS-104779,MP_RAJ_2,Rajasthan,Udaipur,Drinking Water Supply,2814000,2634693,Completed,Vendor Pvt Ltd 86,Implementing Agency 30,0.1614237054817534,0.04766765279148558,0.10454567913661948,0,False,Normal,4,"days_sanction_to_completion, days_rec_to_sanction, agency_betweenness"
MPLADS-103197,MP_RAJ_2,Rajasthan,Kota,Library/Reading Room,717000,469204,In Progress,Vendor Pvt Ltd 105,Implementing Agency 9,0.17042717225864049,0.03860257578753273,0.10451487402308661,0,False,Normal,4,"vendor_degree_centrality, vendor_total_amount, vendor_work_count"
MPLADS-102382,MP_WES_1,West Bengal,Malda,Health Facility Upgrade,6357000,6134877,Completed,Vendor Pvt Ltd 90,Implementing Agency 22,0.1668121530655554,0.042183940647791504,0.10449804685667347,0,False,Normal,4,"days_sanction_to_completion, amount_zscore_in_category, agency_betweenness"
MPLADS-100806,MP_RAJ_1,Rajasthan,Jaipur,Community Hall Construction,2499000,0,Recommended,Vendor Pvt Ltd 7,Implementing Agency 41,0.15802259662808382,0.05093167045519825,0.10447713354164104,0,False,Normal,4,"days_rec_to_sanction, release_ratio, amount_zscore_in_category"
MPLADS-105141,MP_KAR_3,Karnataka,Bengaluru,Health Facility Upgrade,5499000,5206709,Completed,Vendor Pvt Ltd 119,Implementing Agency 46,0.15509526698535278,0.053842181344445746,0.10446872416489926,0,False,Normal,4,"agency_betweenness, agency_work_count, days_rec_to_sanction"
MPLADS-101852,MP_MAH_4,Maharashtra,Nagpur,Street Lighting,1384000,1375349,Completed,Vendor Pvt Ltd 98,Implementing Agency 45,0.14802167939133662,0.06085446119213668,0.10443807029173666,0,False,Normal,4,"vendor_work_count, vendor_degree_centrality, days_sanction_to_completion"
MPLADS-100519,MP_DEL_1,Delhi,South Delhi,Irrigation Facility,3693000,3532543,Completed,Vendor Pvt Ltd 71,Implementing Agency 60,0.18372668969828426,0.02513498221595902,0.10443083595712165,0,False,Normal,4,"days_sanction_to_completion, agency_work_count, agency_betweenness"
MPLADS-105803,MP_GUJ_1,Gujarat,Surat,Anganwadi Center Construction,980000,0,Recommended,Vendor Pvt Ltd 48,Implementing Agency 4,0.1625629850549108,0.04625973772360282,0.1044113613892568,0,False,Normal,4,"agency_betweenness, release_ratio, days_rec_to_sanction"
MPLADS-102034,MP_GUJ_2,Gujarat,Ahmedabad,School Infrastructure,1926000,0,Sanctioned,Vendor Pvt Ltd 10,Implementing Agency 47,0.1735092806546938,0.035299827547129015,0.1044045541009114,0,False,Normal,4,"release_ratio, vendor_degree_centrality, agency_betweenness"
MPLADS-104000,MP_DEL_3,Delhi,New Delhi,Anganwadi Center Construction,528000,489854,Completed,Vendor Pvt Ltd 70,Implementing Agency 47,0.17178878827772756,0.03695385464352332,0.10437132146062544,0,False,Normal,4,"agency_betweenness, vendor_work_count, amount_zscore_in_category"
MPLADS-104524,MP_GUJ_1,Gujarat,Vadodara,Railway Halt Amenities,8568000,0,Recommended,Vendor Pvt Ltd 102,Implementing Agency 24,0.13966925687361548,0.0690396697786476,0.10435446332613155,0,False,Normal,4,"release_ratio, vendor_degree_centrality, amount_zscore_in_category"
MPLADS-103798,MP_MAH_4,Maharashtra,Thane,Anganwadi Center Construction,1804000,0,Sanctioned,Vendor Pvt Ltd 95,Implementing Agency 37,0.14088465692049398,0.06779179661185415,0.10433822676617407,0,False,Normal,4,"release_ratio, amount_zscore_in_category, agency_work_count"
MPLADS-103142,MP_WES_1,West Bengal,Malda,Drinking Water Supply,333000,307883,Completed,Vendor Pvt Ltd 111,Implementing Agency 1,0.15583139483271735,0.05277564855392106,0.1043035216933192,0,False,Normal,4,"amount_zscore_in_category, agency_betweenness, days_sanction_to_completion"
MPLADS-103990,MP_KER_3,Kerala,Kochi,Sanitation/Toilets,1159000,1085703,Completed,Vendor Pvt Ltd 10,Implementing Agency 9,0.1291137892672832,0.07926480154169867,0.10418929540449093,0,False,Normal,4,"vendor_degree_centrality, days_rec_to_sanction, release_ratio"
MPLADS-101063,MP_KER_1,Kerala,Kozhikode,Sanitation/Toilets,393000,0,Sanctioned,Vendor Pvt Ltd 44,Implementing Agency 16,0.16837360826956232,0.03995397307667332,0.10416379067311782,0,False,Normal,4,"release_ratio, vendor_total_amount, amount_zscore_in_category"
MPLADS-103495,MP_GUJ_3,Gujarat,Surat,Irrigation Facility,1149000,0,Sanctioned,Vendor Pvt Ltd 2,Implementing Agency 53,0.18450475396488197,0.023792625197899767,0.10414868958139087,0,False,Normal,4,"release_ratio, amount_zscore_in_category, agency_work_count"
MPLADS-104690,MP_GUJ_5,Gujarat,Ahmedabad,Drinking Water Supply,2994000,1208814,In Progress,Vendor Pvt Ltd 32,Implementing Agency 2,0.12620736563587368,0.08202501820702775,0.10411619192145072,0,False,Normal,4,"days_rec_to_sanction, days_sanction_to_completion, vendor_total_amount"
MPLADS-105843,MP_KER_1,Kerala,Kozhikode,Health Facility Upgrade,1045000,699763,In Progress,Vendor Pvt Ltd 108,Implementing Agency 55,0.17658534488155436,0.03161224668913918,0.10409879578534677,0,False,Normal,4,"amount_zscore_in_category, vendor_degree_centrality, vendor_total_amount"
MPLADS-100794,MP_DEL_1,Delhi,North Delhi,Road Construction/Repair,3526000,3526000,Completed,Vendor Pvt Ltd 100,Implementing Agency 17,0.14993124810627542,0.05814364775006632,0.10403744792817088,0,False,Normal,4,"agency_betweenness, vendor_work_count, release_ratio"
MPLADS-104930,MP_MAH_2,Maharashtra,Pune,Health Facility Upgrade,6896000,0,Sanctioned,Vendor Pvt Ltd 119,Implementing Agency 28,0.16445790142661984,0.0435383345101353,0.10399811796837757,0,False,Normal,4,"amount_zscore_in_category, release_ratio, vendor_total_amount"
MPLADS-100688,MP_KER_4,Kerala,Kochi,Sports Infrastructure,3404000,0,Sanctioned,Vendor Pvt Ltd 59,Implementing Agency 33,0.17173061802589257,0.036253124653048856,0.10399187133947072,0,False,Normal,4,"release_ratio, agency_work_count, agency_betweenness"
MPLADS-100507,MP_KAR_2,Karnataka,Bengaluru,Irrigation Facility,4427000,4289006,Completed,Vendor Pvt Ltd 82,Implementing Agency 40,0.15484878918666437,0.053132314010289526,0.10399055159847695,0,False,Normal,4,"days_rec_to_sanction, agency_betweenness, agency_work_count"
MPLADS-100531,MP_UTT_1,Uttar Pradesh,Kanpur,Sports Infrastructure,1354000,0,Recommended,Vendor Pvt Ltd 42,Implementing Agency 60,0.1598762695026623,0.048080187668673884,0.10397822858566809,0,False,Normal,4,"release_ratio, agency_work_count, days_rec_to_sanction"
MPLADS-105197,MP_GUJ_5,Gujarat,Vadodara,Drinking Water Supply,1791000,1779642,Completed,Vendor Pvt Ltd 52,Implementing Agency 8,0.1475077079369447,0.06043607925898041,0.10397189359796255,0,False,Normal,4,"vendor_total_amount, days_sanction_to_completion, release_ratio"
MPLADS-100272,MP_DEL_1,Delhi,South Delhi,Sports Infrastructure,3089000,3029026,Completed,Vendor Pvt Ltd 97,Implementing Agency 44,0.17452288194342427,0.033123262359341724,0.103823072151383,0,False,Normal,4,"agency_work_count, agency_betweenness, release_ratio"
MPLADS-103965,MP_KAR_3,Karnataka,Bengaluru,CCTV Installation,1444000,1394901,Completed,Vendor Pvt Ltd 36,Implementing Agency 3,0.15389889759580982,0.05373091849136857,0.1038149080435892,0,False,Normal,4,"vendor_total_amount, days_rec_to_sanction, vendor_work_count"
MPLADS-105906,MP_TAM_1,Tamil Nadu,Coimbatore,Irrigation Facility,3132000,2917040,Completed,Vendor Pvt Ltd 114,Implementing Agency 36,0.11836351060535265,0.08922703345301398,0.10379527202918332,0,False,Normal,4,"days_rec_to_sanction, vendor_degree_centrality, days_sanction_to_completion"
MPLADS-100339,MP_GUJ_1,Gujarat,Rajkot,Sports Infrastructure,3438000,3427251,Completed,Vendor Pvt Ltd 82,Implementing Agency 12,0.17439171581673268,0.033187356375644565,0.10378953609618863,0,False,Normal,4,"days_sanction_to_completion, agency_betweenness, agency_work_count"
MPLADS-100032,MP_GUJ_2,Gujarat,Vadodara,Street Lighting,608000,0,Sanctioned,Vendor Pvt Ltd 17,Implementing Agency 26,0.14018334716964506,0.06739181019441648,0.10378757868203077,0,False,Normal,4,"release_ratio, days_rec_to_sanction, vendor_total_amount"
MPLADS-101763,MP_MAH_4,Maharashtra,Aurangabad,CCTV Installation,309000,304045,Completed,Vendor Pvt Ltd 102,Implementing Agency 46,0.14985891034847582,0.0576594490445803,0.10375917969652806,0,False,Normal,4,"vendor_degree_centrality, amount_zscore_in_category, agency_betweenness"
MPLADS-105693,MP_GUJ_2,Gujarat,Vadodara,Anganwadi Center Construction,1994000,1862820,Completed,Vendor Pvt Ltd 51,Implementing Agency 50,0.17238216186466865,0.035019870094123134,0.10370101597939589,0,False,Normal,4,"agency_betweenness, amount_zscore_in_category, agency_work_count"
MPLADS-101811,MP_UTT_2,Uttar Pradesh,Lucknow,Railway Halt Amenities,2335000,981497,In Progress,Vendor Pvt Ltd 93,Implementing Agency 40,0.16616657363362933,0.041223405578676355,0.10369498960615284,0,False,Normal,4,"agency_betweenness, amount_zscore_in_category, vendor_degree_centrality"
MPLADS-103479,MP_MAH_4,Maharashtra,Aurangabad,Anganwadi Center Construction,1993000,1913123,Completed,Vendor Pvt Ltd 45,Implementing Agency 39,0.14765498017822698,0.05968619213200367,0.10367058615511532,0,False,Normal,4,"amount_zscore_in_category, days_rec_to_sanction, vendor_total_amount"
MPLADS-101838,MP_GUJ_3,Gujarat,Rajkot,School Infrastructure,5439000,0,Sanctioned,Vendor Pvt Ltd 67,Implementing Agency 18,0.12899547686346932,0.0781544148229573,0.1035749458432133,0,False,Normal,4,"release_ratio, amount_zscore_in_category, agency_work_count"
MPLADS-101807,MP_DEL_3,Delhi,New Delhi,Anganwadi Center Construction,1801000,0,Recommended,Vendor Pvt Ltd 20,Implementing Agency 1,0.17838869105850808,0.028598573997879954,0.10349363252819402,0,False,Normal,4,"release_ratio, amount_zscore_in_category, vendor_work_count"
MPLADS-105326,MP_GUJ_1,Gujarat,Rajkot,Sanitation/Toilets,476000,0,Recommended,Vendor Pvt Ltd 83,Implementing Agency 46,0.1832114518104235,0.023736014421008898,0.1034737331157162,0,False,Normal,4,"release_ratio, days_rec_to_sanction, agency_betweenness"
MPLADS-104027,MP_MAH_2,Maharashtra,Thane,Library/Reading Room,1080000,1009475,Completed,Vendor Pvt Ltd 72,Implementing Agency 54,0.1729255304116868,0.03401354613147556,0.10346953827158117,0,False,Normal,4,"vendor_degree_centrality, days_sanction_to_completion, vendor_work_count"
MPLADS-105944,MP_KAR_1,Karnataka,Bengaluru,Health Facility Upgrade,1863000,1841792,Completed,Vendor Pvt Ltd 66,Implementing Agency 59,0.16637051633866995,0.040416067202490254,0.1033932917705801,0,False,Normal,4,"days_sanction_to_completion, vendor_total_amount, amount_zscore_in_category"
MPLADS-102177,MP_GUJ_2,Gujarat,Surat,Health Facility Upgrade,2942000,2744099,Completed,Vendor Pvt Ltd 104,Implementing Agency 37,0.14817488378270932,0.058605711718726305,0.10339029775071781,0,False,Normal,4,"agency_work_count, days_rec_to_sanction, vendor_work_count"
MPLADS-103151,MP_DEL_1,Delhi,New Delhi,Solar Power Installation,3181000,3031321,Completed,Vendor Pvt Ltd 52,Implementing Agency 24,0.15209622516869917,0.0544119030578328,0.10325406411326599,0,False,Normal,4,"vendor_total_amount, amount_zscore_in_category, days_sanction_to_completion"
MPLADS-100833,MP_UTT_1,Uttar Pradesh,Agra,Railway Halt Amenities,6057000,5913620,Completed,Vendor Pvt Ltd 75,Implementing Agency 48,0.13962776064063,0.06684984425636963,0.10323880244849981,0,False,Normal,4,"vendor_total_amount, days_sanction_to_completion, release_ratio"
MPLADS-102863,MP_RAJ_1,Rajasthan,Jaipur,Community Hall Construction,5361000,5023098,Completed,Vendor Pvt Ltd 106,Implementing Agency 38,0.1730064904630002,0.03346593459264873,0.10323621252782447,0,False,Normal,4,"vendor_work_count, vendor_degree_centrality, vendor_total_amount"
MPLADS-100269,MP_WES_1,West Bengal,Darjeeling,Solar Power Installation,2489000,1507070,In Progress,Vendor Pvt Ltd 52,Implementing Agency 11,0.10613397499490025,0.10017896229448013,0.10315646864469019,0,False,Normal,4,"vendor_total_amount, days_rec_to_sanction, days_sanction_to_completion"
MPLADS-100072,MP_BIH_2,Bihar,Patna,Anganwadi Center Construction,1101000,1028883,Completed,Vendor Pvt Ltd 26,Implementing Agency 16,0.13403554722912708,0.07221311720672456,0.10312433221792583,0,False,Normal,4,"days_rec_to_sanction, vendor_degree_centrality, days_sanction_to_completion"
MPLADS-103788,MP_GUJ_4,Gujarat,Rajkot,School Infrastructure,2084000,0,Sanctioned,Vendor Pvt Ltd 70,Implementing Agency 19,0.149710873561792,0.056512679792128144,0.10311177667696007,0,False,Normal,4,"release_ratio, vendor_work_count, days_rec_to_sanction"
MPLADS-105705,MP_GUJ_1,Gujarat,Vadodara,Irrigation Facility,2620000,2543149,Completed,Vendor Pvt Ltd 104,Implementing Agency 49,0.13300420686021047,0.07307240570094153,0.103038306280576,0,False,Normal,4,"agency_work_count, agency_betweenness, vendor_work_count"
MPLADS-105631,MP_TAM_2,Tamil Nadu,Salem,CCTV Installation,1830000,773985,In Progress,Vendor Pvt Ltd 19,Implementing Agency 33,0.14668232972711318,0.05931528356413943,0.1029988066456263,0,False,Normal,4,"agency_work_count, agency_betweenness, vendor_total_amount"
MPLADS-105521,MP_UTT_2,Uttar Pradesh,Kanpur,Railway Halt Amenities,2355000,0,Recommended,Vendor Pvt Ltd 28,Implementing Agency 57,0.16515243865127907,0.04073554162226167,0.10294399013677037,0,False,Normal,4,"release_ratio, amount_zscore_in_category, vendor_work_count"
MPLADS-105080,MP_UTT_2,Uttar Pradesh,Kanpur,Health Facility Upgrade,5465000,1976685,In Progress,Vendor Pvt Ltd 17,Implementing Agency 5,0.1361050122283832,0.06973827829214553,0.10292164526026437,0,False,Normal,4,"days_rec_to_sanction, vendor_total_amount, amount_zscore_in_category"
MPLADS-101502,MP_DEL_2,Delhi,North Delhi,Street Lighting,1106000,1088318,Completed,Vendor Pvt Ltd 99,Implementing Agency 47,0.16066717622845564,0.045025748434140644,0.10284646233129814,0,False,Normal,4,"days_sanction_to_completion, agency_betweenness, release_ratio"
MPLADS-101519,MP_KER_3,Kerala,Kozhikode,Solar Power Installation,587000,0,Recommended,Vendor Pvt Ltd 79,Implementing Agency 36,0.1463894166975517,0.05926014405722849,0.1028247803773901,0,False,Normal,4,"release_ratio, amount_zscore_in_category, days_rec_to_sanction"
MPLADS-102756,MP_RAJ_1,Rajasthan,Jodhpur,Health Facility Upgrade,2579000,2399035,Completed,Vendor Pvt Ltd 28,Implementing Agency 6,0.15869449843334563,0.04681081702443725,0.10275265772889144,0,False,Normal,4,"days_sanction_to_completion, vendor_work_count, vendor_degree_centrality"
MPLADS-103397,MP_KER_2,Kerala,Thiruvananthapuram,Solar Power Installation,1276000,394601,In Progress,Vendor Pvt Ltd 17,Implementing Agency 18,0.11567766139382947,0.08973458009701245,0.10270612074542096,0,False,Normal,4,"agency_work_count, vendor_total_amount, release_ratio"
MPLADS-102311,MP_TAM_1,Tamil Nadu,Madurai,Library/Reading Room,711000,0,Sanctioned,Vendor Pvt Ltd 111,Implementing Agency 46,0.16238148321528745,0.04301823108921472,0.10269985715225108,0,False,Normal,4,"release_ratio, days_rec_to_sanction, agency_betweenness"
MPLADS-104012,MP_KER_3,Kerala,Kochi,Road Construction/Repair,8494000,8147219,Completed,Vendor Pvt Ltd 94,Implementing Agency 19,0.1434641384952659,0.06186553954247214,0.10266483901886903,0,False,Normal,4,"amount_zscore_in_category, vendor_total_amount, days_sanction_to_completion"
MPLADS-102030,MP_KAR_3,Karnataka,Belagavi,School Infrastructure,2365000,0,Recommended,Vendor Pvt Ltd 29,Implementing Agency 39,0.16776952056783986,0.0375273431581295,0.10264843186298468,0,False,Normal,4,"vendor_degree_centrality, release_ratio, vendor_work_count"
MPLADS-102163,MP_GUJ_2,Gujarat,Surat,Anganwadi Center Construction,1110000,0,Sanctioned,Vendor Pvt Ltd 21,Implementing Agency 47,0.14888256967875269,0.05639750614168302,0.10264003791021785,0,False,Normal,4,"release_ratio, agency_betweenness, vendor_degree_centrality"
